"PVWatts Hourly PV Performance Data"
"Requested Location","52242, USA"
"Location","Lat, Lng: 41.65, -91.54"
"Latitude (DD)","41.65"
"Longitude (DD)","-91.54"
"Elevation (m)","207.75999450684"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","30"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","24","3","0","0","-4","4.5","0.15","0","-4","0","0"
"3","24","4","0","0","-4","4.3","0.15","0","-4","0","0"
"3","24","5","0","0","-4","4","0.15","0","-4","0","0"
"3","24","6","248","27","-3","4","0.15","48.1","-2.301","104.73","85.165"
"3","24","7","644","66","-1","4.1","0.15","288.437","3.869","1007.491","955.937"
"3","24","8","811","85","0","3.5","0.15","555.301","10.431","2042.062","1953.849"
"3","24","9","28","227","1","2.9","0.15","236.655","5.864","847.063","801.194"
"3","24","10","479","257","2","2.6","0.15","714.054","17.493","2501.797","2397.294"
"3","24","11","561","258","3","2.4","0.15","838.132","21.852","2879.549","2761.661"
"3","24","12","939","122","3","2.2","0.15","1066.9","27.962","3583.789","3333.333"
"3","24","13","915","122","4","2.1","0.15","1002.8","27.942","3380.679","3245.034"
"3","24","14","863","122","4","1.9","0.15","850.388","25.173","2920.019","2800.697"
"3","24","15","728","130","3","1.6","0.15","619.907","19.489","2193.65","2100.066"
"3","24","16","559","110","2","1","0.15","357.992","12.937","1273.87","1212.878"
"3","24","17","288","62","1","0.8","0.15","116.729","4.599","358.033","329.493"
"3","24","18","0","0","0","1","0.15","0","0","0","0"
"3","24","19","0","0","0","1.1","0.15","0","0","0","0"
"3","24","20","0","0","-1","1.2","0.15","0","-1","0","0"
"3","24","21","0","0","-1","1.2","0.15","0","-1","0","0"
"3","24","22","0","0","-1","1.1","0.15","0","-1","0","0"
"3","24","23","0","0","-1","1","0.15","0","-1","0","0"
"3","25","0","0","0","-1","1.6","0.15","0","-1","0","0"
"3","25","1","0","0","-2","1.7","0.15","0","-2","0","0"
"3","25","2","0","0","-2","1.3","0.15","0","-2","0","0"
"3","25","3","0","0","-2","1.5","0.15","0","-2","0","0"
"3","25","4","0","0","-2","1.5","0.15","0","-2","0","0"
"3","25","5","0","0","-1","1.1","0.15","0","-1","0","0"
"3","25","6","0","11","0","1.4","0.15","9.486","0.252","26.76","9.957"
"3","25","7","0","88","0","1.8","0.15","77.658","1.974","276.254","250.611"
"3","25","8","0","74","1","1.5","0.15","64.205","2.739","224.726","200.909"
"3","25","9","8","192","3","1.2","0.15","178.22","8.164","626.303","588.256"
"3","25","10","28","273","4","1.2","0.15","287.022","12.303","1000.097","948.805"
"3","25","11","8","214","4","1.5","0.15","199.863","9.384","693.567","653.137"
"3","25","12","7","202","5","1.8","0.15","187.663","9.734","648.691","609.851"
"3","25","13","0","146","6","2.2","0.15","128.829","8.999","441.916","410.403"
"3","25","14","0","135","5","2.5","0.15","118.827","7.618","411.158","380.735"
"3","25","15","42","205","5","2.7","0.15","220.612","9.704","782.267","738.694"
"3","25","16","0","107","4","2.6","0.15","94.554","6.056","333.281","305.617"
"3","25","17","51","63","2","2.4","0.15","66.559","3.478","220.701","197.026"
"3","25","18","0","0","1","3.1","0.15","0","1","0","0"
"3","25","19","0","0","0","3.9","0.15","0","0","0","0"
"3","25","20","0","0","0","4","0.15","0","0","0","0"
"3","25","21","0","0","0","3.7","0.15","0","0","0","0"
"3","25","22","0","0","-1","3.6","0.15","0","-1","0","0"
"3","25","23","0","0","-1","3.7","0.15","0","-1","0","0"
"3","26","0","0","0","-2","3.8","0.15","0","-2","0","0"
"3","26","1","0","0","-2","3.8","0.15","0","-2","0","0"
"3","26","2","0","0","-2","3.6","0.15","0","-2","0","0"
"3","26","3","0","0","-3","3.6","0.15","0","-3","0","0"
"3","26","4","0","0","-3","3.7","0.15","0","-3","0","0"
"3","26","5","0","0","-3","3.9","0.15","0","-3","0","0"
"3","26","6","77","33","-2","4.9","0.15","37.792","-1.457","105.786","86.183"
"3","26","7","235","101","-1","6","0.15","179.547","1.402","639.703","601.182"
"3","26","8","672","123","0","6.2","0.15","519.5","6.871","1928.173","1843.996"
"3","26","9","377","240","0","6.5","0.15","534.952","6.822","1955.573","1870.425"
"3","26","10","834","148","0","6.9","0.15","921.618","11.273","3307.479","3174.428"
"3","26","11","369","337","1","6.3","0.15","719.254","10.34","2567.535","2460.703"
"3","26","12","407","329","2","5.4","0.15","753.801","12.845","2667.066","2556.707"
"3","26","13","559","247","3","5","0.15","800.266","15.111","2822.564","2706.695"
"3","26","14","827","134","2","4.8","0.15","833.36","14.972","2967.863","2846.845"
"3","26","15","738","126","2","4.6","0.15","622.096","11.963","2261.276","2165.296"
"3","26","16","129","142","1","4.2","0.15","192.357","4.245","697.378","656.813"
"3","26","17","104","64","0","3.5","0.15","79.165","1.446","259.062","234.028"
"3","26","18","0","0","0","3","0.15","0","0","0","0"
"3","26","19","0","0","-1","3","0.15","0","-1","0","0"
"3","26","20","0","0","-2","3.2","0.15","0","-2","0","0"
"3","26","21","0","0","-3","3.1","0.15","0","-3","0","0"
"3","26","22","0","0","-3","3.2","0.15","0","-3","0","0"
"3","26","23","0","0","-4","3.2","0.15","0","-4","0","0"
"3","27","0","0","0","-4","3","0.15","0","-4","0","0"
"3","27","1","0","0","-4","2.8","0.15","0","-4","0","0"
"3","27","2","0","0","-5","2.7","0.15","0","-5","0","0"
"3","27","3","0","0","-5","2.9","0.15","0","-5","0","0"
"3","27","4","0","0","-5","3.2","0.15","0","-5","0","0"
"3","27","5","0","0","-4","3.5","0.15","0","-4","0","0"
"3","27","6","280","33","-3","4.3","0.15","58.648","-2.137","145.278","124.276"
"3","27","7","627","72","-1","4.8","0.15","292.841","3.504","1030.946","978.561"
"3","27","8","778","96","0","4.5","0.15","554.036","9.004","2044.287","1955.996"
"3","27","9","853","112","1","4.1","0.15","779.745","14.357","2794.292","2679.425"
"3","27","10","893","124","2","3.8","0.15","951.041","18.984","3320.282","3186.777"
"3","27","11","908","132","3","3.7","0.15","1046.742","21.955","3594.67","3333.333"
"3","27","12","865","157","4","3.8","0.15","1042.277","22.588","3567.182","3333.333"
"3","27","13","852","151","5","3.9","0.15","975.17","22.149","3355.742","3220.981"
"3","27","14","804","145","4","3.9","0.15","829.9","18.615","2915.179","2796.028"
"3","27","15","731","129","3","3.8","0.15","620.416","14.114","2237.021","2141.9"
"3","27","16","605","103","2","3","0.15","373.349","9.565","1345.304","1281.78"
"3","27","17","33","61","0","2.4","0.15","60.952","1.359","206.053","182.897"
"3","27","18","0","0","0","3","0.15","0","0","0","0"
"3","27","19","0","0","-1","3.9","0.15","0","-1","0","0"
"3","27","20","0","0","-1","4","0.15","0","-1","0","0"
"3","27","21","0","0","-2","3.5","0.15","0","-2","0","0"
"3","27","22","0","0","-3","3","0.15","0","-3","0","0"
"3","27","23","0","0","-3","2.8","0.15","0","-3","0","0"
"3","28","0","0","0","-3","2.7","0.15","0","-3","0","0"
"3","28","1","0","0","-3","2.6","0.15","0","-3","0","0"
"3","28","2","0","0","-3","2.5","0.15","0","-3","0","0"
"3","28","3","0","0","-3","2.3","0.15","0","-3","0","0"
"3","28","4","0","0","-4","2.2","0.15","0","-4","0","0"
"3","28","5","0","0","-4","2.6","0.15","0","-4","0","0"
"3","28","6","292","34","-3","3.6","0.15","61.334","-1.994","154.39","133.065"
"3","28","7","646","71","-1","4","0.15","299.771","4.144","1054.491","1001.272"
"3","28","8","803","90","0","3.6","0.15","562.558","10.401","2065.695","1976.645"
"3","28","9","889","100","1","3.3","0.15","796.048","16.384","2831.877","2715.678"
"3","28","10","928","108","3","3.2","0.15","959.068","21.802","3314.65","3181.345"
"3","28","11","943","114","4","3.3","0.15","1053.337","24.299","3587.026","3333.333"
"3","28","12","902","137","4","3.4","0.15","1058.6","24.072","3602.922","3333.333"
"3","28","13","736","179","5","3.3","0.15","901.591","22.372","3099.604","2973.918"
"3","28","14","849","125","5","3.4","0.15","842.322","21.006","2934.119","2814.297"
"3","28","15","697","110","4","3.3","0.15","578.757","15.199","2078.46","1988.957"
"3","28","16","697","82","3","2.4","0.15","392.464","11.845","1403.037","1337.467"
"3","28","17","416","56","1","1.5","0.15","135.725","4.491","406.505","376.247"
"3","28","18","0","0","0","1.7","0.15","0","0","0","0"
"3","28","19","0","0","0","2","0.15","0","0","0","0"
"3","28","20","0","0","0","2.4","0.15","0","0","0","0"
"3","28","21","0","0","0","2.7","0.15","0","0","0","0"
"3","28","22","0","0","0","2.8","0.15","0","0","0","0"
"3","28","23","0","0","-1","2.8","0.15","0","-1","0","0"
"3","29","0","0","0","-1","2.8","0.15","0","-1","0","0"
"3","29","1","0","0","-2","2.6","0.15","0","-2","0","0"
"3","29","2","0","0","-2","2.4","0.15","0","-2","0","0"
"3","29","3","0","0","-2","2.1","0.15","0","-2","0","0"
"3","29","4","0","0","-2","2.1","0.15","0","-2","0","0"
"3","29","5","0","0","-2","2.5","0.15","0","-2","0","0"
"3","29","6","0","5","-1","3.2","0.15","4.304","-0.917","12.871","0"
"3","29","7","20","106","0","3.7","0.15","100.738","1.827","360.6","331.968"
"3","29","8","249","193","1","3.7","0.15","337.951","7.138","1235.016","1175.4"
"3","29","9","490","213","3","3.3","0.15","605.9","14.691","2157.339","2065.041"
"3","29","10","812","161","4","3","0.15","923.634","22.706","3177.029","3048.6"
"3","29","11","845","162","5","3","0.15","1017.819","25.596","3446.365","3308.392"
"3","29","12","152","401","6","3","0.15","561.097","17.311","1939.007","1854.446"
"3","29","13","151","376","6","3.2","0.15","523.714","16.221","1820.667","1740.299"
"3","29","14","25","250","6","3.2","0.15","247.033","10.823","864.635","818.143"
"3","29","15","500","172","5","3.1","0.15","508.727","15.16","1818.727","1738.428"
"3","29","16","301","133","4","2.3","0.15","261.93","10.018","935.855","886.84"
"3","29","17","251","68","2","1.5","0.15","114.054","4.982","356.543","328.055"
"3","29","18","0","0","0","1.4","0.15","0","0","0","0"
"3","29","19","0","0","0","1.5","0.15","0","0","0","0"
"3","29","20","0","0","0","1.6","0.15","0","0","0","0"
"3","29","21","0","0","0","1.7","0.15","0","0","0","0"
"3","29","22","0","0","0","1.8","0.15","0","0","0","0"
"3","29","23","0","0","0","1.8","0.15","0","0","0","0"
"3","30","0","0","0","-1","1.6","0.15","0","-1","0","0"
"3","30","1","0","0","-1","1.4","0.15","0","-1","0","0"
"3","30","2","0","0","-2","1.2","0.15","0","-2","0","0"
"3","30","3","0","0","-2","1.1","0.15","0","-2","0","0"
"3","30","4","0","0","-2","1.1","0.15","0","-2","0","0"
"3","30","5","0","0","-2","1.4","0.15","0","-2","0","0"
"3","30","6","285","38","0","2.1","0.15","64.499","1.395","166.948","145.178"
"3","30","7","623","76","2","2.9","0.15","299.478","8.113","1042.422","989.631"
"3","30","8","781","96","4","3.2","0.15","559.063","15.006","2017.146","1929.816"
"3","30","9","869","105","5","3.2","0.15","788.92","20.491","2762.814","2649.063"
"3","30","10","912","113","6","2.9","0.15","952.218","25.623","3242.884","3112.121"
"3","30","11","930","118","7","2.5","0.15","1046.496","30.129","3485.079","3333.333"
"3","30","12","910","132","8","2.2","0.15","1052.12","32.604","3467.494","3328.773"
"3","30","13","886","133","9","1.9","0.15","989.018","33.576","3258.476","3127.161"
"3","30","14","838","130","9","1.6","0.15","838.328","31.24","2808.601","2693.227"
"3","30","15","778","114","8","1.5","0.15","634.91","25.264","2197.265","2103.553"
"3","30","16","653","93","7","1.1","0.15","383.827","18.432","1338.446","1275.165"
"3","30","17","411","58","6","0.9","0.15","136.23","10.058","401.351","371.275"
"3","30","18","0","0","4","1.1","0.15","0","0","0","0"
"3","30","19","0","0","2","1.2","0.15","0","2","0","0"
"3","30","20","0","0","1","1.3","0.15","0","1","0","0"
"3","30","21","0","0","1","1.3","0.15","0","1","0","0"
"3","30","22","0","0","0","1.3","0.15","0","0","0","0"
"3","30","23","0","0","0","1.3","0.15","0","0","0","0"
"3","31","0","0","0","0","1.3","0.15","0","0","0","0"
"3","31","1","0","0","0","1.3","0.15","0","0","0","0"
"3","31","2","0","0","-1","1.3","0.15","0","-1","0","0"
"3","31","3","0","0","-1","1.3","0.15","0","-1","0","0"
"3","31","4","0","0","-2","1.3","0.15","0","-2","0","0"
"3","31","5","0","0","-1","1.6","0.15","0","-1","0","0"
"3","31","6","0","35","0","2","0.15","30.29","0.729","99.348","79.973"
"3","31","7","419","92","1","1.9","0.15","241.807","6.968","847.355","801.475"
"3","31","8","728","113","5","1.9","0.15","548.397","18.691","1949.511","1864.578"
"3","31","9","816","127","7","2.1","0.15","772.14","25.465","2652.184","2542.353"
"3","31","10","863","137","8","2","0.15","941.923","30.939","3141.181","3014.022"
"3","31","11","879","145","9","1.9","0.15","1035.131","34.705","3384.281","3248.508"
"3","31","12","849","164","10","1.5","0.15","1035.205","38.014","3337.81","3203.684"
"3","31","13","814","169","10","1.1","0.15","964.339","38.696","3111.474","2985.367"
"3","31","14","732","150","10","0.9","0.15","775.562","34.316","2565.715","2458.948"
"3","31","15","679","149","9","0.7","0.15","605.485","29.071","2061.016","1972.132"
"3","31","16","252","142","8","0.6","0.15","248.955","16.465","867.031","820.454"
"3","31","17","145","73","7","0.5","0.15","96.093","10.282","304.338","277.699"
"3","31","18","0","0","13","7.4","0.16","0","0","0","0"
"3","31","19","0","0","10","6.1","0.16","0","10","0","0"
"3","31","20","0","0","7","6","0.16","0","7","0","0"
"3","31","21","0","0","4","6.4","0.16","0","4","0","0"
"3","31","22","0","0","2","6.1","0.16","0","2","0","0"
"3","31","23","0","0","0","6.6","0.16","0","0","0","0"
"4","1","0","0","0","0","7.4","0.16","0","0","0","0"
"4","1","1","0","0","0","7.9","0.16","0","0","0","0"
"4","1","2","0","0","-1","8.2","0.16","0","-1","0","0"
"4","1","3","0","0","-2","8.3","0.16","0","-2","0","0"
"4","1","4","0","0","-3","7.8","0.16","0","-3","0","0"
"4","1","5","0","0","-4","7.3","0.16","0","-4","0","0"
"4","1","6","0","22","-3","7.4","0.16","19.023","-2.781","62.512","44.443"
"4","1","7","383","100","-2","7.6","0.16","237.663","0.696","854.172","808.051"
"4","1","8","845","84","0","7.7","0.16","587.28","6.672","2182.778","2089.579"
"4","1","9","912","94","2","7.6","0.16","808.227","11.245","2924.588","2805.104"
"4","1","10","942","103","4","7.5","0.16","971.489","15.199","3434.039","3296.503"
"4","1","11","947","111","7","7.2","0.16","1057.803","19.542","3661.438","3333.333"
"4","1","12","944","114","8","6.7","0.16","1068.482","21.324","3671.623","3333.333"
"4","1","13","225","366","8","6.1","0.16","581.374","15.71","2029.425","1941.66"
"4","1","14","109","311","8","5.3","0.16","388.064","13.65","1361.694","1297.589"
"4","1","15","62","226","7","4.4","0.16","252.499","11.136","892.793","845.303"
"4","1","16","13","133","6","3","0.16","123.584","8.506","434.903","403.638"
"4","1","17","78","72","4","1.7","0.16","80.537","6.057","265.451","240.19"
"4","1","18","0","0","3","1.2","0.16","0","0","0","0"
"4","1","19","0","0","2","1.1","0.16","0","2","0","0"
"4","1","20","0","0","2","1.1","0.16","0","2","0","0"
"4","1","21","0","0","1","1.1","0.16","0","1","0","0"
"4","1","22","0","0","1","1.1","0.16","0","1","0","0"
"4","1","23","0","0","0","1.1","0.16","0","0","0","0"
"4","2","0","0","0","0","1.3","0.16","0","0","0","0"
"4","2","1","0","0","0","1.6","0.16","0","0","0","0"
"4","2","2","0","0","-1","1.8","0.16","0","-1","0","0"
"4","2","3","0","0","-1","2.3","0.16","0","-1","0","0"
"4","2","4","0","0","-1","2.7","0.16","0","-1","0","0"
"4","2","5","0","0","-1","3.2","0.16","0","-1","0","0"
"4","2","6","329","37","0","4.1","0.16","71.331","1.104","185.445","163.02"
"4","2","7","592","84","1","4.1","0.16","300.244","6.091","1058.064","1004.718"
"4","2","8","55","200","4","4","0.16","218.419","7.787","781.479","737.934"
"4","2","9","434","243","7","4.3","0.16","594.831","16.885","2095.154","2005.06"
"4","2","10","40","309","10","4.3","0.16","332.548","15.499","1146.594","1090.111"
"4","2","11","82","376","11","4.5","0.16","447.03","18.19","1531.573","1461.449"
"4","2","12","58","364","12","5.4","0.16","411.45","17.901","1407.194","1341.477"
"4","2","13","5","189","13","5.9","0.16","172.913","15.339","583.593","547.059"
"4","2","14","2","174","13","5.8","0.16","156.052","15.139","528.241","493.669"
"4","2","15","6","175","12","5.6","0.16","159.731","14.246","548.514","513.224"
"4","2","16","0","33","11","5.1","0.16","28.558","11.428","93.707","74.532"
"4","2","17","0","41","9","4.9","0.16","35.524","9.544","117.522","97.503"
"4","2","18","0","0","7","5.2","0.16","0","0","0","0"
"4","2","19","0","0","6","6","0.16","0","6","0","0"
"4","2","20","0","0","5","6.4","0.16","0","5","0","0"
"4","2","21","0","0","4","6.1","0.16","0","4","0","0"
"4","2","22","0","0","3","5.8","0.16","0","3","0","0"
"4","2","23","0","0","2","5.7","0.16","0","2","0","0"
"4","3","0","0","0","2","5.9","0.16","0","2","0","0"
"4","3","1","0","0","2","6.1","0.16","0","2","0","0"
"4","3","2","0","0","2","6.5","0.16","0","2","0","0"
"4","3","3","0","0","2","6.1","0.16","0","2","0","0"
"4","3","4","0","0","3","5.3","0.16","0","3","0","0"
"4","3","5","0","0","3","5.4","0.16","0","3","0","0"
"4","3","6","0","7","3","5.9","0.16","6.033","3.081","18.546","2.035"
"4","3","7","0","29","5","6.3","0.16","25.08","5.327","84.213","65.374"
"4","3","8","0","84","7","5.9","0.16","72.985","7.992","250.479","225.749"
"4","3","9","9","205","8","5.2","0.16","190.292","10.802","661.239","621.954"
"4","3","10","6","197","8","4.8","0.16","181.047","10.799","623.597","585.646"
"4","3","11","5","174","9","4.7","0.16","159.3","11.492","543.04","507.944"
"4","3","12","7","200","10","4.7","0.16","185.376","12.9","631.379","593.152"
"4","3","13","27","299","10","4.9","0.16","311.112","14.748","1071.444","1017.624"
"4","3","14","28","263","10","5.1","0.16","271.749","14.05","940.869","891.676"
"4","3","15","12","187","9","5.3","0.16","174.721","11.547","608.201","570.795"
"4","3","16","0","115","8","5.3","0.16","101.202","9.479","352.262","323.926"
"4","3","17","0","59","7","5.3","0.16","51.305","7.748","173.768","151.756"
"4","3","18","0","0","6","5.6","0.16","0","0","0","0"
"4","3","19","0","0","5","6.2","0.16","0","5","0","0"
"4","3","20","0","0","4","6.5","0.16","0","4","0","0"
"4","3","21","0","0","4","4.8","0.16","0","4","0","0"
"4","3","22","0","0","4","2.4","0.16","0","4","0","0"
"4","3","23","0","0","4","1.5","0.16","0","4","0","0"
"4","4","0","0","0","5","2.3","0.16","0","5","0","0"
"4","4","1","0","0","4","4.2","0.16","0","4","0","0"
"4","4","2","0","0","3","6.2","0.16","0","3","0","0"
"4","4","3","0","0","2","7.4","0.16","0","2","0","0"
"4","4","4","0","0","1","7.7","0.16","0","1","0","0"
"4","4","5","0","0","0","7.8","0.16","0","0","0","0"
"4","4","6","0","9","0","8.1","0.16","7.759","0.084","24.554","7.829"
"4","4","7","0","69","1","8.3","0.16","59.938","1.643","211.514","188.165"
"4","4","8","0","130","3","8.8","0.16","114.386","4.171","404.826","374.627"
"4","4","9","2","171","4","9.3","0.16","153.145","5.5","538.761","503.816"
"4","4","10","16","257","4","9.6","0.16","246.492","6.352","871.182","824.459"
"4","4","11","33","329","5","9.9","0.16","349.042","8.251","1231.585","1172.091"
"4","4","12","24","308","5","10.2","0.16","304.533","7.771","1072.38","1018.527"
"4","4","13","10","230","6","10.1","0.16","215.729","7.979","753.825","711.259"
"4","4","14","7","202","6","9.6","0.16","186.013","7.777","651.363","612.428"
"4","4","15","0","157","6","8.7","0.16","138.958","7.433","487.095","453.981"
"4","4","16","27","143","5","7.6","0.16","142.136","6.624","505.811","472.034"
"4","4","17","0","62","4","5.8","0.16","53.903","4.741","185.331","162.909"
"4","4","18","0","0","2","4.3","0.16","0","0","0","0"
"4","4","19","0","0","1","3.6","0.16","0","1","0","0"
"4","4","20","0","0","0","3.2","0.16","0","0","0","0"
"4","4","21","0","0","0","2.7","0.16","0","0","0","0"
"4","4","22","0","0","0","2.5","0.16","0","0","0","0"
"4","4","23","0","0","-1","2.4","0.16","0","-1","0","0"
"4","5","0","0","0","-2","2.2","0.16","0","-2","0","0"
"4","5","1","0","0","-3","2","0.16","0","-3","0","0"
"4","5","2","0","0","-3","1.7","0.16","0","-3","0","0"
"4","5","3","0","0","-4","1.4","0.16","0","-4","0","0"
"4","5","4","0","0","-4","1.2","0.16","0","-4","0","0"
"4","5","5","0","0","-3","1.4","0.16","0","-3","0","0"
"4","5","6","397","46","-1","1.6","0.16","89.512","1.163","239.032","214.708"
"4","5","7","665","82","1","1.1","0.16","328.434","10.708","1142.233","1085.905"
"4","5","8","443","175","4","1.1","0.16","443.655","17.247","1571.973","1500.418"
"4","5","9","433","251","6","1.6","0.16","602.959","21.973","2082.176","1992.542"
"4","5","10","563","252","8","1.9","0.16","789.967","27.605","2658.292","2548.244"
"4","5","11","488","309","9","2.1","0.16","821.183","28.544","2739.223","2626.307"
"4","5","12","566","289","10","2.2","0.16","884.234","30.64","2926.162","2806.623"
"4","5","13","906","128","11","2.3","0.16","994.408","33.817","3269.334","3137.634"
"4","5","14","875","119","12","2.3","0.16","856.809","31.689","2861.814","2744.554"
"4","5","15","830","101","11","2.3","0.16","652.364","26.027","2249.255","2153.701"
"4","5","16","721","84","10","1.8","0.16","402.755","20.221","1394.17","1328.914"
"4","5","17","502","57","7","1.4","0.16","151.316","10.972","440.155","408.705"
"4","5","18","0","0","4","1.5","0.16","0","0","0","0"
"4","5","19","0","0","3","1.6","0.16","0","3","0","0"
"4","5","20","0","0","2","1.7","0.16","0","2","0","0"
"4","5","21","0","0","2","1.8","0.16","0","2","0","0"
"4","5","22","0","0","2","1.8","0.16","0","2","0","0"
"4","5","23","0","0","1","1.9","0.16","0","1","0","0"
"4","6","0","0","0","1","2.2","0.16","0","1","0","0"
"4","6","1","0","0","1","2.5","0.16","0","1","0","0"
"4","6","2","0","0","1","2.6","0.16","0","1","0","0"
"4","6","3","0","0","1","2.4","0.16","0","1","0","0"
"4","6","4","0","0","1","2.3","0.16","0","1","0","0"
"4","6","5","0","0","1","3","0.16","0","1","0","0"
"4","6","6","187","49","2","3.8","0.16","67.121","3.136","196.293","173.483"
"4","6","7","377","111","4","3.6","0.16","249.305","8.564","876.149","829.249"
"4","6","8","406","185","6","3","0.16","431.979","14.77","1542.229","1471.727"
"4","6","9","360","272","8","2.9","0.16","557.428","19.475","1938.66","1854.112"
"4","6","10","63","339","10","3.1","0.16","382.982","17.591","1313.892","1251.482"
"4","6","11","565","288","13","3","0.16","876.073","30.697","2899.36","2780.77"
"4","6","12","252","399","15","2.9","0.16","669.983","28.74","2221.778","2127.197"
"4","6","13","184","380","16","3","0.16","554.858","27.19","1850.662","1769.231"
"4","6","14","42","285","15","3.4","0.16","304.418","20.754","1030.402","978.036"
"4","6","15","395","211","14","3.4","0.16","467.617","22.887","1615.831","1542.721"
"4","6","16","428","126","13","2.4","0.16","313.176","20.056","1079.897","1025.778"
"4","6","17","402","57","10","1.4","0.16","132.299","13.492","385.792","356.268"
"4","6","18","0","0","8","1.3","0.16","0","0","0","0"
"4","6","19","0","0","7","1.4","0.16","0","7","0","0"
"4","6","20","0","0","6","1.4","0.16","0","6","0","0"
"4","6","21","0","0","5","1.4","0.16","0","5","0","0"
"4","6","22","0","0","4","1.3","0.16","0","4","0","0"
"4","6","23","0","0","3","1.3","0.16","0","3","0","0"
"4","7","0","0","0","3","1.2","0.16","0","3","0","0"
"4","7","1","0","0","3","1.1","0.16","0","3","0","0"
"4","7","2","0","0","3","1.1","0.16","0","3","0","0"
"4","7","3","0","0","2","1.1","0.16","0","2","0","0"
"4","7","4","0","0","2","1.2","0.16","0","2","0","0"
"4","7","5","0","0","2","1.2","0.16","0","2","0","0"
"4","7","6","23","51","4","1.4","0.16","47.186","5.292","154.611","133.279"
"4","7","7","296","124","5","2","0.16","227.988","10.531","796.567","752.487"
"4","7","8","641","147","8","2.5","0.16","538.746","19.954","1898.064","1814.954"
"4","7","9","730","165","11","3.2","0.16","754.752","25.801","2579.905","2472.635"
"4","7","10","776","177","14","3.7","0.16","914.534","30.556","3045.882","2922.1"
"4","7","11","791","187","15","3.6","0.16","1001.632","33.393","3284.016","3151.796"
"4","7","12","281","396","16","3.3","0.16","695.332","29.348","2301.661","2204.25"
"4","7","13","61","352","15","3.3","0.16","395.931","22.592","1331.497","1268.463"
"4","7","14","65","306","14","3.6","0.16","344.185","20.308","1171.342","1113.982"
"4","7","15","19","202","13","3.6","0.16","192.743","16.539","659.818","620.584"
"4","7","16","417","129","12","3","0.16","310.938","18.298","1079.036","1024.947"
"4","7","17","47","80","11","2.3","0.16","79.362","12.807","260.633","235.544"
"4","7","18","0","0","9","2.2","0.16","0","0","0","0"
"4","7","19","0","0","8","2.6","0.16","0","8","0","0"
"4","7","20","0","0","7","3.6","0.16","0","7","0","0"
"4","7","21","0","0","6","4.2","0.16","0","6","0","0"
"4","7","22","0","0","5","4.1","0.16","0","5","0","0"
"4","7","23","0","0","4","3.6","0.16","0","4","0","0"
"4","8","0","0","0","3","3.4","0.16","0","3","0","0"
"4","8","1","0","0","3","3.6","0.16","0","3","0","0"
"4","8","2","0","0","2","4","0.16","0","2","0","0"
"4","8","3","0","0","2","3.8","0.16","0","2","0","0"
"4","8","4","0","0","1","3.6","0.16","0","1","0","0"
"4","8","5","0","0","1","3.9","0.16","0","1","0","0"
"4","8","6","98","55","3","4.2","0.16","60.519","3.99","189.206","166.647"
"4","8","7","510","94","6","4.7","0.16","286.481","10.486","1000.076","948.785"
"4","8","8","813","92","9","5.2","0.16","586.624","17.705","2090.266","2000.345"
"4","8","9","884","101","12","5.6","0.16","802.338","23.32","2772.984","2658.871"
"4","8","10","924","106","13","5.8","0.16","964.614","26.275","3268.902","3137.218"
"4","8","11","944","108","14","6","0.16","1055.692","28.191","3534.037","3333.333"
"4","8","12","942","112","14","6.1","0.16","1066.151","28.171","3566.861","3333.333"
"4","8","13","931","109","15","6.2","0.16","998.154","28.131","3352.913","3218.252"
"4","8","14","903","103","14","6.2","0.16","856.431","25.284","2930.652","2810.953"
"4","8","15","848","92","13","6","0.16","653.866","21.828","2289.296","2192.323"
"4","8","16","742","79","12","5.2","0.16","405.894","17.997","1415.87","1349.846"
"4","8","17","534","55","10","3.6","0.16","154.873","12.693","445.2","413.571"
"4","8","18","0","0","7","2.5","0.16","0","0","0","0"
"4","8","19","0","0","5","2.5","0.16","0","5","0","0"
"4","8","20","0","0","4","2.7","0.16","0","4","0","0"
"4","8","21","0","0","3","2.8","0.16","0","3","0","0"
"4","8","22","0","0","2","2.6","0.16","0","2","0","0"
"4","8","23","0","0","1","2.3","0.16","0","1","0","0"
"4","9","0","0","0","0","2","0.16","0","0","0","0"
"4","9","1","0","0","0","1.7","0.16","0","0","0","0"
"4","9","2","0","0","0","1.5","0.16","0","0","0","0"
"4","9","3","0","0","0","1.4","0.16","0","0","0","0"
"4","9","4","0","0","-1","1.2","0.16","0","-1","0","0"
"4","9","5","0","0","0","1.1","0.16","0","0","0","0"
