Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,813957,-,-,-,41.65,-91.54,0,213,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2012,1,1,0,30,3.8000000000000003,0,0,0,0,2.8000000000000003,0,0,0,0,93.4,108.82000000000001,0.14,976,1.4000000000000001,145,6.1000000000000005,0.0000,0.0000
2012,1,1,1,30,3.6,0,0,0,4,3,0,0,0,0,95.88,119.84,0.14,975,1.5,148,5.9,0.0000,0.0000
2012,1,1,2,30,3.4000000000000004,0,0,0,0,3.2,0,0,0,0,98.68,131.03,0.14,974,1.5,155,5.5,0.0000,0.0000
2012,1,1,3,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,142.02,0.14,973,1.4000000000000001,171,5.1000000000000005,0.0000,0.0000
2012,1,1,4,30,2.8000000000000003,0,0,0,8,2.8000000000000003,0,0,0,0,100,152.15,0.14,973,1.3,196,4.800000000000001,0.0000,0.0000
2012,1,1,5,30,2,0,0,0,4,2,0,0,0,0,100,159.66,0.14,973,1.2000000000000002,217,4.7,0.0000,0.0000
2012,1,1,6,30,1.4000000000000001,0,0,0,8,1.4000000000000001,0,0,0,0,100,160.9,0.14,974,1.3,240,5.1000000000000005,0.0000,0.0000
2012,1,1,7,30,1.4000000000000001,0,0,0,6,0.9,0,0,0,0,96.79,154.91,0.14,976,1.4000000000000001,280,7,0.0000,0.0000
2012,1,1,8,30,1.4000000000000001,0,0,0,8,0.6000000000000001,0,0,0,0,94.26,145.32,0.14,980,1.3,310,9.700000000000001,0.0000,0.0000
2012,1,1,9,30,1.3,0,0,0,7,-0.1,0,0,0,0,90.21000000000001,134.49,0.14,983,1.2000000000000002,318,11,0.0000,0.0000
2012,1,1,10,30,0.8,0,0,0,4,-1.2000000000000002,0,0,0,0,86.79,123.31,0.14,985,0.9,318,11,0.0000,0.0000
2012,1,1,11,30,-0.30000000000000004,0,0,0,4,-3,0,0,0,0,82.18,112.2,0.14,988,0.6000000000000001,315,10.200000000000001,0.0000,0.0000
2012,1,1,12,30,-1.2000000000000002,0,0,0,1,-4.7,0,0,0,0,77.19,101.45,0.14,989,0.4,312,9.200000000000001,0.0000,0.0000
