Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,813957,-,-,-,41.65,-91.54,0,213,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2017,1,1,0,30,-4.5,0,0,0,0,-6.9,0,0,0,0,83.2,108.71000000000001,0.16,988,0.4,307,1.5,0.0000,0.0000
2017,1,1,1,30,-5,0,0,0,1,-7.1000000000000005,0,0,0,0,84.99,119.73,0.16,988,0.5,306,1.3,0.0000,0.0000
2017,1,1,2,30,-5.5,0,0,0,1,-7.5,0,0,0,0,86.05,130.92000000000002,0.16,989,0.5,306,1.2000000000000002,0.0000,0.0000
2017,1,1,3,30,-5.9,0,0,0,1,-7.9,0,0,0,0,85.55,141.92000000000002,0.16,989,0.5,300,1.1,0.0000,0.0000
2017,1,1,4,30,-6.1000000000000005,0,0,0,1,-8.3,0,0,0,0,84.26,152.05,0.16,989,0.5,274,1,0.0000,0.0000
2017,1,1,5,30,-6.5,0,0,0,1,-8.5,0,0,0,0,85.88,159.57,0.16,990,0.5,241,1.1,0.0000,0.0000
2017,1,1,6,30,-7.1000000000000005,0,0,0,1,-8.5,0,0,0,0,89.83,160.85,0.16,990,0.4,224,1.3,0.0000,0.0000
2017,1,1,7,30,-7.4,0,0,0,1,-8.5,0,0,0,0,92.03,154.9,0.16,990,0.4,218,1.4000000000000001,0.0000,0.0000
2017,1,1,8,30,-7.6000000000000005,0,0,0,1,-8.4,0,0,0,0,93.77,145.34,0.16,990,0.4,216,1.6,0.0000,0.0000
2017,1,1,9,30,-7.7,0,0,0,1,-8.3,0,0,0,0,95.15,134.51,0.16,991,0.4,215,1.7000000000000002,0.0000,0.0000
2017,1,1,10,30,-7.7,0,0,0,1,-8.200000000000001,0,0,0,0,95.87,123.34,0.16,991,0.4,211,1.8,0.0000,0.0000
2017,1,1,11,30,-7.800000000000001,0,0,0,1,-8.1,0,0,0,0,97.49000000000001,112.22,0.16,991,0.4,207,1.8,0.0000,0.0000
2017,1,1,12,30,-7.9,0,0,0,1,-8,0,0,0,0,99.38,101.47,0.16,992,0.4,206,1.8,0.0000,0.0000
2017,1,1,13,30,-6.9,0,0,0,1,-7.9,0,0,0,0,92.52,91.35000000000001,0.16,992,0.5,205,1.7000000000000002,0.0000,0.0000
2017,1,1,14,30,-4.5,33,612,117,1,-7.4,33,612,0,117,79.95,82.08,0.16,993,0.5,201,2.2,0.0000,0.0000
2017,1,1,15,30,-1.9000000000000001,47,792,260,1,-6.7,47,792,0,260,69.46000000000001,74.38,0.16,993,0.6000000000000001,192,2.9000000000000004,12.7842,9.8355
2017,1,1,16,30,0.30000000000000004,55,874,374,1,-6.300000000000001,55,874,0,374,61.01,68.57000000000001,0.16,993,0.6000000000000001,185,3.3000000000000003,19.3879,15.0392
2017,1,1,17,30,1.7000000000000002,58,912,440,8,-6.300000000000001,64,806,0,402,55.47,65.21000000000001,0.16,993,0.6000000000000001,180,3.2,21.4086,16.6610
2017,1,1,18,30,2.2,60,907,447,8,-6,164,353,0,315,54.6,64.72,0.16,992,0.7000000000000001,172,2.7,16.8363,13.1079
2017,1,1,19,30,2.2,60,876,400,8,-5.800000000000001,151,314,0,273,55.51,67.15,0.16,992,0.7000000000000001,152,2,14.3206,11.1251
2017,1,1,20,30,1.6,55,805,301,8,-5,119,36,7,130,61.59,72.2,0.16,992,0.7000000000000001,123,1.3,6.5223,5.0356
2017,1,1,21,30,0.2,41,667,164,8,-2.7,66,13,7,69,80.94,79.34,0.16,992,0.7000000000000001,104,1.1,3.2890,2.5084
2017,1,1,22,30,-1.1,15,303,27,8,-3.8000000000000003,9,0,7,9,81.67,87.86,0.16,992,0.7000000000000001,98,1.4000000000000001,0.0000,0.0000
2017,1,1,23,30,-1.6,0,0,0,4,-4.800000000000001,0,0,0,0,79.07000000000001,98,0.16,992,0.7000000000000001,97,1.5,0.0000,0.0000
2017,1,2,0,30,-1.2000000000000002,0,0,0,1,-5,0,0,0,0,75.53,108.57000000000001,0.16,992,0.8,99,2.7,0.0000,0.0000
2017,1,2,1,30,-1.3,0,0,0,0,-5.1000000000000005,0,0,0,0,75.59,119.59,0.16,992,0.8,101,3.2,0.0000,0.0000
2017,1,2,2,30,-1.8,0,0,0,0,-5,0,0,0,0,78.53,130.78,0.16,992,0.9,104,3.2,0.0000,0.0000
2017,1,2,3,30,-2.3000000000000003,0,0,0,4,-5,0,0,0,0,81.75,141.78,0.16,992,0.9,105,3.2,0.0000,0.0000
2017,1,2,4,30,-2.7,0,0,0,4,-5,0,0,0,0,84.39,151.91,0.16,992,1,108,3.2,0.0000,0.0000
2017,1,2,5,30,-2.9000000000000004,0,0,0,4,-5,0,0,0,0,85.43,159.45000000000002,0.16,992,1.1,111,3.1,0.0000,0.0000
2017,1,2,6,30,-3,0,0,0,4,-4.9,0,0,0,0,86.5,160.79,0.16,992,1.2000000000000002,112,2.9000000000000004,0.0000,0.0000
2017,1,2,7,30,-3.2,0,0,0,4,-4.9,0,0,0,0,88.35000000000001,154.9,0.16,992,1.3,110,2.7,0.0000,0.0000
2017,1,2,8,30,-3.3000000000000003,0,0,0,4,-4.7,0,0,0,0,89.82000000000001,145.36,0.16,992,1.4000000000000001,106,2.9000000000000004,0.0000,0.0000
2017,1,2,9,30,-3.2,0,0,0,4,-4.6000000000000005,0,0,0,0,90.01,134.55,0.16,991,1.4000000000000001,105,3.3000000000000003,0.0000,0.0000
2017,1,2,10,30,-2.9000000000000004,0,0,0,4,-4.4,0,0,0,0,89.31,123.37,0.16,991,1.5,102,3.8000000000000003,0.0000,0.0000
2017,1,2,11,30,-2.5,0,0,0,1,-4.2,0,0,0,0,88.4,112.26,0.16,991,1.6,101,3.9000000000000004,0.0000,0.0000
2017,1,2,12,30,-2.1,0,0,0,4,-3.8000000000000003,0,0,0,0,88.07000000000001,101.49000000000001,0.16,991,1.6,105,3.9000000000000004,0.0000,0.0000
2017,1,2,13,30,-1.6,0,0,0,8,-3.4000000000000004,0,0,0,0,87.55,91.36,0.16,991,1.7000000000000002,114,3.9000000000000004,0.0000,0.0000
2017,1,2,14,30,-0.8,50,337,97,4,-2.8000000000000003,24,0,7,24,86.01,82.08,0.16,991,1.7000000000000002,119,4,0.0000,0.0000
2017,1,2,15,30,0.30000000000000004,81,553,230,8,-2.2,36,0,7,36,83.57000000000001,74.36,0.16,990,1.7000000000000002,123,4,1.7704,1.3621
2017,1,2,16,30,1.7000000000000002,96,659,338,8,-1.2000000000000002,22,0,0,22,80.77,68.52,0.16,990,1.7000000000000002,127,3.9000000000000004,1.1410,0.8851
2017,1,2,17,30,2.8000000000000003,102,710,400,8,0.1,160,21,7,168,82.19,65.14,0.16,988,1.8,127,3.7,8.9516,6.9668
2017,1,2,18,30,3.2,103,712,408,6,1.1,41,0,0,41,86.39,64.62,0.16,987,1.9000000000000001,124,3.3000000000000003,2.1930,1.7075
2017,1,2,19,30,3.1,97,679,363,8,1.8,17,0,0,17,91.13,67.03,0.16,987,2,119,2.8000000000000003,0.8926,0.6935
2017,1,2,20,30,2.7,83,607,270,8,2.1,47,0,7,47,95.98,72.07000000000001,0.16,986,2.1,114,2.6,2.3609,1.8231
2017,1,2,21,30,2.2,60,440,143,8,2.2,27,0,7,27,100,79.2,0.16,986,2.2,110,2.4000000000000004,1.2872,0.9819
2017,1,2,22,30,1.7000000000000002,18,104,22,8,1.7000000000000002,5,0,7,5,100,87.73,0.16,986,2.2,109,2,0.0000,0.0000
2017,1,2,23,30,1.6,0,0,0,8,1.6,0,0,0,0,100,97.85000000000001,0.16,986,2.3000000000000003,109,1.9000000000000001,0.0000,0.0000
2017,1,3,0,30,1.6,0,0,0,4,1.6,0,0,0,0,100,108.43,0.16,986,2.2,103,2.1,0.0000,0.0000
2017,1,3,1,30,1.4000000000000001,0,0,0,4,1.4000000000000001,0,0,0,0,100,119.45,0.16,985,2.2,100,2,0.0000,0.0000
2017,1,3,2,30,1.1,0,0,0,4,1.1,0,0,0,0,100,130.64000000000001,0.16,985,2.1,101,1.4000000000000001,0.0000,0.0000
2017,1,3,3,30,1,0,0,0,8,1,0,0,0,0,100,141.64000000000001,0.16,986,2.1,101,0.7000000000000001,0.0000,0.0000
2017,1,3,4,30,0.9,0,0,0,4,0.9,0,0,0,0,99.69,151.77,0.16,986,2.1,210,0.5,0.0000,0.0000
2017,1,3,5,30,0.8,0,0,0,8,0.6000000000000001,0,0,0,0,98.52,159.32,0.16,986,2.1,326,1.2000000000000002,0.0000,0.0000
2017,1,3,6,30,0.8,0,0,0,8,0.5,0,0,0,0,97.8,160.71,0.16,986,2,336,2.3000000000000003,0.0000,0.0000
2017,1,3,7,30,0.7000000000000001,0,0,0,8,0.4,0,0,0,0,97.55,154.89000000000001,0.16,986,1.9000000000000001,344,3.1,0.0000,0.0000
2017,1,3,8,30,0.5,0,0,0,6,0.2,0,0,0,0,97.52,145.38,0.16,986,1.7000000000000002,343,3.3000000000000003,0.0000,0.0000
2017,1,3,9,30,0.30000000000000004,0,0,0,8,0,0,0,0,0,97.64,134.57,0.16,986,1.5,339,3.4000000000000004,0.0000,0.0000
2017,1,3,10,30,0.2,0,0,0,6,-0.2,0,0,0,0,97.29,123.4,0.16,986,1.3,332,3.7,0.0000,0.0000
2017,1,3,11,30,0.1,0,0,0,6,-0.4,0,0,0,0,96.68,112.28,0.16,986,1.2000000000000002,325,4.2,0.0000,0.0000
2017,1,3,12,30,-0.1,0,0,0,8,-0.6000000000000001,0,0,0,0,96.10000000000001,101.51,0.16,987,1.1,321,4.800000000000001,0.0000,0.0000
2017,1,3,13,30,-0.30000000000000004,0,0,0,8,-1.2000000000000002,0,0,0,0,93.87,91.36,0.16,987,1,319,5.300000000000001,0.0000,0.0000
2017,1,3,14,30,-0.30000000000000004,42,459,106,8,-1.9000000000000001,39,0,7,39,89.2,82.07000000000001,0.16,988,1,322,6,0.0000,0.0000
2017,1,3,15,30,-0.6000000000000001,64,673,246,8,-3,61,0,7,61,83.81,74.33,0.16,989,1,326,6.800000000000001,3.0007,2.3088
2017,1,3,16,30,-1.1,75,771,359,8,-4.4,10,0,0,10,78.03,68.46000000000001,0.16,990,1,325,7.4,0.5189,0.4025
2017,1,3,17,30,-1.8,79,824,427,8,-6,130,0,0,130,73.04,65.05,0.16,990,0.9,322,7.9,6.9314,5.3950
2017,1,3,18,30,-2.7,77,846,442,8,-7.7,76,0,0,76,68.36,64.51,0.16,990,0.8,320,8.200000000000001,4.0683,3.1679
2017,1,3,19,30,-3.6,72,835,399,4,-9.4,104,0,0,104,64.1,66.9,0.16,991,0.7000000000000001,319,8.3,5.4665,4.2477
2017,1,3,20,30,-4.6000000000000005,63,768,301,4,-10.700000000000001,126,158,7,176,62.58,71.93,0.16,991,0.7000000000000001,319,8.3,8.8524,6.8373
2017,1,3,21,30,-5.6000000000000005,48,628,167,8,-11.4,69,23,7,74,63.440000000000005,79.06,0.16,992,0.6000000000000001,319,8.200000000000001,3.5287,2.6923
2017,1,3,22,30,-6.7,18,283,29,4,-12.200000000000001,6,0,7,6,64.68,87.59,0.16,992,0.5,319,8,0.0000,0.0000
2017,1,3,23,30,-7.2,0,0,0,4,-13,0,0,0,0,63.08,97.71000000000001,0.16,993,0.5,319,7.9,0.0000,0.0000
2017,1,4,0,30,-8.700000000000001,0,0,0,1,-13.700000000000001,0,0,0,0,66.96000000000001,108.28,0.16,994,0.4,318,7.800000000000001,0.0000,0.0000
2017,1,4,1,30,-9.700000000000001,0,0,0,1,-14.5,0,0,0,0,68.14,119.31,0.16,994,0.30000000000000004,317,7.9,0.0000,0.0000
2017,1,4,2,30,-10.5,0,0,0,1,-15.200000000000001,0,0,0,0,68.12,130.49,0.16,995,0.30000000000000004,315,7.7,0.0000,0.0000
2017,1,4,3,30,-11.100000000000001,0,0,0,1,-16,0,0,0,0,67.39,141.49,0.16,995,0.30000000000000004,314,7.5,0.0000,0.0000
2017,1,4,4,30,-11.700000000000001,0,0,0,1,-16.6,0,0,0,0,67.09,151.62,0.16,996,0.2,312,7.2,0.0000,0.0000
2017,1,4,5,30,-12.100000000000001,0,0,0,1,-17.1,0,0,0,0,66.44,159.18,0.16,996,0.2,310,6.800000000000001,0.0000,0.0000
2017,1,4,6,30,-12.5,0,0,0,1,-17.5,0,0,0,0,66.49,160.63,0.16,996,0.2,308,6.6000000000000005,0.0000,0.0000
2017,1,4,7,30,-12.9,0,0,0,1,-17.8,0,0,0,0,66.58,154.87,0.16,997,0.2,307,6.4,0.0000,0.0000
2017,1,4,8,30,-13.3,0,0,0,1,-18.2,0,0,0,0,66.67,145.39000000000001,0.16,997,0.2,307,6.300000000000001,0.0000,0.0000
2017,1,4,9,30,-13.5,0,0,0,1,-18.5,0,0,0,0,65.91,134.6,0.16,997,0.2,308,6.2,0.0000,0.0000
2017,1,4,10,30,-13.700000000000001,0,0,0,1,-18.8,0,0,0,0,65.15,123.42,0.16,997,0.2,309,6.300000000000001,0.0000,0.0000
2017,1,4,11,30,-13.9,0,0,0,1,-19.200000000000003,0,0,0,0,64.31,112.3,0.16,997,0.2,309,6.300000000000001,0.0000,0.0000
2017,1,4,12,30,-14.200000000000001,0,0,0,1,-19.5,0,0,0,0,64.11,101.52,0.16,997,0.2,308,6.2,0.0000,0.0000
2017,1,4,13,30,-14.200000000000001,0,0,0,1,-19.8,0,0,0,0,62.56,91.36,0.16,997,0.2,308,6.300000000000001,0.0000,0.0000
2017,1,4,14,30,-13.5,31,670,124,1,-20.1,31,670,0,124,57.75,82.04,0.16,997,0.2,306,6.5,0.0000,0.0000
2017,1,4,15,30,-12.600000000000001,43,853,274,1,-20.200000000000003,43,853,0,274,53.160000000000004,74.28,0.16,998,0.2,304,6.6000000000000005,13.4848,10.3762
2017,1,4,16,30,-11.5,49,933,392,1,-20.200000000000003,49,933,0,392,48.57,68.4,0.16,997,0.2,301,6.6000000000000005,20.3505,15.7889
2017,1,4,17,30,-10.600000000000001,51,969,461,1,-20.200000000000003,51,969,0,461,45.27,64.96000000000001,0.16,997,0.2,300,6.6000000000000005,24.5963,19.1457
2017,1,4,18,30,-9.9,63,952,474,1,-20.200000000000003,63,952,0,474,42.82,64.4,0.16,996,0.2,299,6.5,25.3935,19.7751
2017,1,4,19,30,-9.700000000000001,59,931,426,8,-20.200000000000003,85,674,0,351,42.25,66.77,0.16,995,0.2,300,6.300000000000001,18.4686,14.3528
2017,1,4,20,30,-10,53,855,320,8,-20.200000000000003,117,296,7,209,43.27,71.79,0.16,995,0.30000000000000004,303,6.1000000000000005,10.5259,8.1315
2017,1,4,21,30,-10.8,42,709,179,8,-20.200000000000003,71,187,7,107,46.11,78.91,0.16,995,0.30000000000000004,309,5.6000000000000005,5.1038,3.8949
2017,1,4,22,30,-11.5,18,335,33,8,-20.1,14,0,7,14,49.07,87.44,0.16,995,0.30000000000000004,315,5.2,0.0000,0.0000
2017,1,4,23,30,-11.8,0,0,0,8,-20,0,0,0,0,50.47,97.56,0.16,995,0.4,317,5,0.0000,0.0000
2017,1,5,0,30,-12.5,0,0,0,8,-20.1,0,0,0,0,53.24,108.14,0.8,995,0.4,318,4.5,0.0000,0.0000
2017,1,5,1,30,-12.8,0,0,0,6,-20.1,0,0,0,0,54.45,119.16,0.8,995,0.4,319,4.4,0.0000,0.0000
2017,1,5,2,30,-13.100000000000001,0,0,0,6,-20,0,0,0,0,56.29,130.35,0.8,995,0.4,319,4.3,0.0000,0.0000
2017,1,5,3,30,-13.3,0,0,0,8,-19.8,0,0,0,0,58.28,141.34,0.8,995,0.4,319,4.1000000000000005,0.0000,0.0000
2017,1,5,4,30,-13.4,0,0,0,8,-19.5,0,0,0,0,60.04,151.47,0.8,995,0.4,320,3.9000000000000004,0.0000,0.0000
2017,1,5,5,30,-13.5,0,0,0,8,-19.3,0,0,0,0,61.63,159.04,0.8,995,0.4,319,3.7,0.0000,0.0000
2017,1,5,6,30,-13.5,0,0,0,8,-19.1,0,0,0,0,62.59,160.54,0.8,995,0.4,317,3.5,0.0000,0.0000
2017,1,5,7,30,-13.4,0,0,0,8,-18.900000000000002,0,0,0,0,63.32,154.84,0.8,995,0.4,314,3.2,0.0000,0.0000
2017,1,5,8,30,-13.4,0,0,0,4,-18.6,0,0,0,0,65.02,145.39000000000001,0.8,994,0.4,308,2.9000000000000004,0.0000,0.0000
2017,1,5,9,30,-13.3,0,0,0,8,-18.2,0,0,0,0,66.71000000000001,134.61,0.8,994,0.4,300,2.6,0.0000,0.0000
2017,1,5,10,30,-13.3,0,0,0,8,-17.8,0,0,0,0,69.17,123.44,0.8,994,0.30000000000000004,292,2.2,0.0000,0.0000
2017,1,5,11,30,-13.5,0,0,0,8,-17.2,0,0,0,0,73.56,112.31,0.8,994,0.30000000000000004,282,1.7000000000000002,0.0000,0.0000
2017,1,5,12,30,-13.5,0,0,0,8,-17,0,0,0,0,75.18,101.52,0.8,993,0.30000000000000004,272,1.8,0.0000,0.0000
2017,1,5,13,30,-13,0,0,0,4,-17.1,0,0,0,0,71.33,91.35000000000001,0.8,994,0.2,272,2.9000000000000004,0.0000,0.0000
2017,1,5,14,30,-12.200000000000001,37,644,126,8,-17.6,50,125,3,68,64.03,82.02,0.8,994,0.2,279,4.3,0.0000,0.0000
2017,1,5,15,30,-11.8,57,832,282,4,-18.400000000000002,85,0,7,85,58.21,74.24,0.8,995,0.2,284,4.9,4.1848,3.2203
2017,1,5,16,30,-11.700000000000001,68,915,406,4,-19,139,19,0,146,54.69,68.33,0.8,994,0.2,289,5.1000000000000005,7.5840,5.8845
2017,1,5,17,30,-11.700000000000001,72,954,477,4,-19.6,185,123,0,237,52.03,64.87,0.8,994,0.2,296,5.2,12.6534,9.8501
2017,1,5,18,30,-11.8,72,961,489,4,-20.1,150,451,0,346,50.300000000000004,64.27,0.8,993,0.2,303,5.300000000000001,18.5535,14.4500
2017,1,5,19,30,-12.100000000000001,68,940,441,4,-20.400000000000002,82,691,0,356,49.910000000000004,66.63,0.8,994,0.2,308,5.4,18.7526,14.5755
2017,1,5,20,30,-12.600000000000001,59,881,337,4,-20.8,101,427,7,236,50.410000000000004,71.64,0.8,994,0.2,311,5.300000000000001,11.9022,9.1968
2017,1,5,21,30,-13.200000000000001,45,746,191,4,-21.1,60,371,7,133,51.43,78.75,0.8,995,0.2,313,5.1000000000000005,6.3466,4.8445
2017,1,5,22,30,-13.8,19,387,37,4,-21.400000000000002,17,0,7,17,52.5,87.29,0.8,995,0.2,316,4.9,0.0000,0.0000
2017,1,5,23,30,-14.100000000000001,0,0,0,1,-21.700000000000003,0,0,0,0,52.39,97.4,0.8,996,0.2,317,4.9,0.0000,0.0000
2017,1,6,0,30,-14.600000000000001,0,0,0,1,-22.1,0,0,0,0,52.95,107.98,0.16,996,0.2,321,4.7,0.0000,0.0000
2017,1,6,1,30,-15,0,0,0,1,-22.400000000000002,0,0,0,0,53.15,119.01,0.16,996,0.2,320,4.4,0.0000,0.0000
2017,1,6,2,30,-15.3,0,0,0,1,-22.6,0,0,0,0,53.550000000000004,130.19,0.16,996,0.2,319,4,0.0000,0.0000
2017,1,6,3,30,-15.600000000000001,0,0,0,1,-22.6,0,0,0,0,55,141.19,0.16,996,0.2,315,3.3000000000000003,0.0000,0.0000
2017,1,6,4,30,-15.700000000000001,0,0,0,1,-22.200000000000003,0,0,0,0,57.59,151.32,0.16,997,0.2,308,2.6,0.0000,0.0000
2017,1,6,5,30,-16,0,0,0,1,-21.6,0,0,0,0,62.13,158.89000000000001,0.16,997,0.2,300,2.2,0.0000,0.0000
2017,1,6,6,30,-16.2,0,0,0,8,-21,0,0,0,0,66.5,160.44,0.16,997,0.2,292,2,0.0000,0.0000
2017,1,6,7,30,-16.3,0,0,0,1,-20.6,0,0,0,0,69.39,154.8,0.16,997,0.2,287,2.2,0.0000,0.0000
2017,1,6,8,30,-16.3,0,0,0,1,-20.3,0,0,0,0,71.07000000000001,145.39000000000001,0.16,997,0.2,287,2.5,0.0000,0.0000
2017,1,6,9,30,-16.3,0,0,0,1,-20.200000000000003,0,0,0,0,71.87,134.62,0.16,997,0.2,293,2.9000000000000004,0.0000,0.0000
2017,1,6,10,30,-16.5,0,0,0,1,-20.5,0,0,0,0,71.47,123.45,0.16,998,0.2,302,3.3000000000000003,0.0000,0.0000
2017,1,6,11,30,-16.6,0,0,0,1,-21.200000000000003,0,0,0,0,67.31,112.32000000000001,0.16,998,0.2,309,3.6,0.0000,0.0000
2017,1,6,12,30,-17,0,0,0,1,-22.400000000000002,0,0,0,0,63.01,101.52,0.16,999,0.1,313,3.7,0.0000,0.0000
2017,1,6,13,30,-17.1,0,0,0,1,-23.5,0,0,0,0,57.6,91.34,0.16,1000,0.1,316,3.8000000000000003,0.0000,0.0000
2017,1,6,14,30,-16.8,35,661,127,1,-24.3,35,661,0,127,52.44,81.98,0.16,1001,0.1,316,4,0.0000,0.0000
2017,1,6,15,30,-16.2,49,858,283,1,-24.6,49,858,0,283,48.300000000000004,74.18,0.16,1001,0.1,317,4.1000000000000005,13.9404,10.7286
2017,1,6,16,30,-15.4,57,942,406,4,-24.5,109,518,0,301,45.61,68.25,0.16,1001,0.1,317,4,15.6462,12.1410
2017,1,6,17,30,-14.600000000000001,59,979,477,1,-24.1,59,979,0,477,44.17,64.76,0.16,1001,0.1,316,3.9000000000000004,25.4875,19.8426
2017,1,6,18,30,-13.9,58,965,479,4,-23.700000000000003,152,440,0,344,43.52,64.15,0.16,1001,0.2,316,3.7,18.4620,14.3801
2017,1,6,19,30,-13.4,55,946,432,1,-23.200000000000003,55,946,0,432,43.550000000000004,66.49,0.16,1000,0.2,319,3.5,22.7812,17.7090
2017,1,6,20,30,-13.3,49,890,331,1,-22.700000000000003,49,890,0,331,44.96,71.49,0.16,1001,0.2,321,3.2,16.7166,12.9195
2017,1,6,21,30,-13.700000000000001,39,759,189,1,-22.3,39,759,0,189,48.15,78.60000000000001,0.16,1001,0.2,319,2.6,9.0230,6.8891
2017,1,6,22,30,-14.4,18,415,39,0,-21.3,18,415,0,39,55.67,87.14,0.16,1002,0.2,317,1.5,0.0000,0.0000
2017,1,6,23,30,-14.700000000000001,0,0,0,0,-19.3,0,0,0,0,67.92,97.25,0.16,1003,0.2,317,1,0.0000,0.0000
2017,1,7,0,30,-14.9,0,0,0,0,-19,0,0,0,0,71.17,107.83,0.16,1004,0.2,298,0.7000000000000001,0.0000,0.0000
2017,1,7,1,30,-15,0,0,0,1,-18.8,0,0,0,0,72.44,118.85000000000001,0.16,1004,0.30000000000000004,274,0.8,0.0000,0.0000
2017,1,7,2,30,-15.100000000000001,0,0,0,0,-18.900000000000002,0,0,0,0,72.72,130.04,0.16,1004,0.30000000000000004,258,1.1,0.0000,0.0000
2017,1,7,3,30,-15.4,0,0,0,4,-19.1,0,0,0,0,73.28,141.03,0.16,1004,0.30000000000000004,253,1.4000000000000001,0.0000,0.0000
