Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,813957,-,-,-,41.65,-91.54,0,213,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2011,1,1,0,30,-1.4000000000000001,0,0,0,1,-2.4000000000000004,0,0,0,0,93.14,108.79,0.16,981,0.6000000000000001,250,5.5,0.0000,0.0000
2011,1,1,1,30,-2.5,0,0,0,4,-4.3,0,0,0,0,87.7,119.81,0.16,982,0.5,252,5.6000000000000005,0.0000,0.0000
2011,1,1,2,30,-3.7,0,0,0,7,-6.2,0,0,0,0,82.51,131,0.16,983,0.5,252,6.1000000000000005,0.0000,0.0000
2011,1,1,3,30,-5.1000000000000005,0,0,0,7,-8.8,0,0,0,0,75.13,141.99,0.16,983,0.4,253,6.800000000000001,0.0000,0.0000
2011,1,1,4,30,-6.7,0,0,0,4,-11.600000000000001,0,0,0,0,68,152.12,0.16,983,0.4,252,7.2,0.0000,0.0000
2011,1,1,5,30,-7.9,0,0,0,1,-14.100000000000001,0,0,0,0,61.31,159.63,0.16,984,0.30000000000000004,246,7.1000000000000005,0.0000,0.0000
2011,1,1,6,30,-8.700000000000001,0,0,0,0,-15.700000000000001,0,0,0,0,56.78,160.89000000000001,0.16,984,0.30000000000000004,245,7,0.0000,0.0000
2011,1,1,7,30,-9.3,0,0,0,4,-17,0,0,0,0,53.71,154.91,0.16,984,0.30000000000000004,246,7.2,0.0000,0.0000
2011,1,1,8,30,-9.8,0,0,0,4,-17.900000000000002,0,0,0,0,51.57,145.32,0.16,984,0.30000000000000004,243,7.5,0.0000,0.0000
2011,1,1,9,30,-10.3,0,0,0,7,-18.6,0,0,0,0,50.53,134.49,0.16,985,0.30000000000000004,243,7.7,0.0000,0.0000
2011,1,1,10,30,-10.700000000000001,0,0,0,1,-19,0,0,0,0,50.32,123.32000000000001,0.16,985,0.30000000000000004,246,7.9,0.0000,0.0000
2011,1,1,11,30,-11,0,0,0,0,-19.3,0,0,0,0,50.6,112.21000000000001,0.16,985,0.30000000000000004,250,8,0.0000,0.0000
2011,1,1,12,30,-11.200000000000001,0,0,0,1,-19.3,0,0,0,0,51.34,101.45,0.16,985,0.30000000000000004,251,8,0.0000,0.0000
2011,1,1,13,30,-10.9,0,0,0,4,-19,0,0,0,0,51.51,91.34,0.16,986,0.30000000000000004,250,8.200000000000001,0.0000,0.0000
2011,1,1,14,30,-10.3,35,612,120,0,-18.400000000000002,35,612,0,120,51.53,82.08,0.16,987,0.30000000000000004,250,8.5,0.0000,0.0000
2011,1,1,15,30,-9.8,51,803,267,4,-17.900000000000002,106,60,0,122,51.6,74.39,0.16,988,0.30000000000000004,251,8.700000000000001,5.9982,4.6146
2011,1,1,16,30,-9.3,60,885,383,4,-17.6,125,412,0,276,50.96,68.59,0.16,989,0.30000000000000004,254,8.9,14.3052,11.0963
2011,1,1,17,30,-9.1,64,919,449,4,-17.5,152,404,0,321,50.65,65.25,0.16,989,0.30000000000000004,258,9,17.0898,13.2995
2011,1,1,18,30,-9,64,926,459,4,-17.5,169,324,0,307,50.21,64.77,0.16,989,0.30000000000000004,262,8.9,16.4027,12.7698
2011,1,1,19,30,-9.1,61,904,411,4,-17.400000000000002,136,408,0,294,50.86,67.21000000000001,0.16,990,0.30000000000000004,267,8.6,15.4147,11.9743
2011,1,1,20,30,-9.200000000000001,54,839,310,4,-17.2,117,32,0,127,52.1,72.27,0.16,991,0.30000000000000004,270,8.1,6.3676,4.9157
2011,1,1,21,30,-9.4,42,693,169,4,-16.900000000000002,48,0,0,48,54.28,79.41,0.16,992,0.30000000000000004,273,7.6000000000000005,2.2879,1.7447
2011,1,1,22,30,-9.600000000000001,15,299,26,4,-16.6,12,0,7,12,56.84,87.92,0.16,993,0.4,275,7,0.0000,0.0000
2011,1,1,23,30,-9.700000000000001,0,0,0,1,-16.1,0,0,0,0,59.47,98.07000000000001,0.16,993,0.4,276,6.7,0.0000,0.0000
2011,1,2,0,30,-10.4,0,0,0,1,-15.8,0,0,0,0,64.7,108.65,0.16,995,0.4,277,5.800000000000001,0.0000,0.0000
2011,1,2,1,30,-11,0,0,0,1,-15.5,0,0,0,0,69.14,119.67,0.16,995,0.4,276,5.1000000000000005,0.0000,0.0000
2011,1,2,2,30,-11.5,0,0,0,0,-15.5,0,0,0,0,72.48,130.86,0.16,995,0.4,275,4.4,0.0000,0.0000
2011,1,2,3,30,-12,0,0,0,1,-15.5,0,0,0,0,75.46000000000001,141.86,0.16,995,0.4,272,3.8000000000000003,0.0000,0.0000
2011,1,2,4,30,-12.5,0,0,0,0,-15.5,0,0,0,0,77.97,151.99,0.16,996,0.4,268,3.3000000000000003,0.0000,0.0000
2011,1,2,5,30,-12.700000000000001,0,0,0,0,-15.700000000000001,0,0,0,0,78.37,159.52,0.16,996,0.4,262,3.2,0.0000,0.0000
2011,1,2,6,30,-12.8,0,0,0,0,-15.600000000000001,0,0,0,0,79.52,160.83,0.16,996,0.4,256,3.1,0.0000,0.0000
2011,1,2,7,30,-12.9,0,0,0,0,-15.5,0,0,0,0,80.8,154.9,0.16,996,0.4,253,2.9000000000000004,0.0000,0.0000
2011,1,2,8,30,-13.200000000000001,0,0,0,0,-15.5,0,0,0,0,82.87,145.35,0.16,997,0.4,252,2.9000000000000004,0.0000,0.0000
2011,1,2,9,30,-13.4,0,0,0,0,-15.600000000000001,0,0,0,0,83.71000000000001,134.53,0.16,996,0.4,252,2.9000000000000004,0.0000,0.0000
2011,1,2,10,30,-13.8,0,0,0,0,-15.600000000000001,0,0,0,0,86.10000000000001,123.35000000000001,0.16,996,0.30000000000000004,251,2.9000000000000004,0.0000,0.0000
2011,1,2,11,30,-14.200000000000001,0,0,0,0,-15.700000000000001,0,0,0,0,88.38,112.24000000000001,0.16,997,0.30000000000000004,248,3,0.0000,0.0000
2011,1,2,12,30,-14.4,0,0,0,0,-15.8,0,0,0,0,89.10000000000001,101.48,0.16,997,0.30000000000000004,245,3,0.0000,0.0000
2011,1,2,13,30,-13.9,0,0,0,0,-16,0,0,0,0,84.42,91.35000000000001,0.16,997,0.30000000000000004,239,3.3000000000000003,0.0000,0.0000
2011,1,2,14,30,-12.200000000000001,31,648,121,0,-15.700000000000001,31,648,0,121,75.03,82.08,0.16,997,0.30000000000000004,227,3.6,0.0000,0.0000
2011,1,2,15,30,-9.4,43,838,268,0,-14.8,43,838,0,268,65.06,74.37,0.16,997,0.30000000000000004,221,4.1000000000000005,13.1788,10.1392
2011,1,2,16,30,-6.4,49,917,384,0,-14.600000000000001,49,917,0,384,52.13,68.55,0.16,996,0.30000000000000004,222,5,19.9097,15.4443
2011,1,2,17,30,-4.4,53,937,446,0,-14.200000000000001,53,937,0,446,46.43,65.18,0.16,995,0.4,220,5.6000000000000005,23.7572,18.4892
2011,1,2,18,30,-3,57,935,457,0,-12.9,57,935,0,457,46.59,64.67,0.16,994,0.4,221,5.9,24.4349,19.0245
