"PVWatts Hourly PV Performance Data"
"Requested Location","52242, USA"
"Location","Lat, Lng: 41.65, -91.54"
"Latitude (DD)","41.65"
"Longitude (DD)","-91.54"
"Elevation (m)","207.75999450684"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","9.46"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","18","11","790","108","7.7","9.3","0.68","679.064","14.39","2433.908","2331.81"
"2","18","12","884","94","8.8","9.4","0.68","747.265","16.102","2660.723","2550.589"
"2","18","13","882","92","9.3","9.2","0.68","710.342","16.36","2533.26","2427.643"
"2","18","14","787","83","9.1","8.6","0.68","562.758","14.993","2027.072","1939.39"
"2","18","15","632","85","7.8","7.9","0.68","384.479","12.075","1380.21","1315.45"
"2","18","16","376","64","5.9","7.3","0.68","176.003","7.922","576.928","540.631"
"2","18","17","53","13","4.8","7.1","0.68","17.025","4.963","31.491","14.521"
"2","18","18","0","0","2.9","5.7","0.14","0","2.9","0","0"
"2","18","19","0","0","1.8","4.9","0.14","0","1.8","0","0"
"2","18","20","0","0","1.3","4.7","0.14","0","1.3","0","0"
"2","18","21","0","0","1.3","4.9","0.14","0","1.3","0","0"
"2","18","22","0","0","1.7","4.6","0.14","0","1.7","0","0"
"2","18","23","0","0","2","3.9","0.14","0","2","0","0"
"2","19","0","0","0","2","3","0.14","0","2","0","0"
"2","19","1","0","0","1.8","2.3","0.14","0","1.8","0","0"
"2","19","2","0","0","2","2","0.14","0","2","0","0"
"2","19","3","0","0","2.4","2","0.14","0","2.4","0","0"
"2","19","4","0","0","2.9","2.3","0.14","0","2.9","0","0"
"2","19","5","0","0","3.5","3","0.14","0","3.5","0","0"
"2","19","6","0","0","4","3.6","0.14","0","4","0","0"
"2","19","7","0","21","4.6","3.9","0.14","20.501","4.949","60.468","42.471"
"2","19","8","0","57","5.6","4.3","0.14","55.723","6.526","191.002","168.379"
"2","19","9","1","82","7.4","4.6","0.14","80.767","8.688","277.571","251.881"
"2","19","10","0","136","10.3","5","0.14","134.261","12.328","459.469","427.334"
"2","19","11","0","73","13.8","5.8","0.14","71.353","14.778","234.899","210.722"
"2","19","12","19","165","16.1","6.6","0.14","177.082","18.324","595.23","558.284"
"2","19","13","50","205","15.8","7","0.14","243.423","18.738","828.755","783.535"
"2","19","14","5","141","13.2","6.7","0.14","142.516","14.975","485.146","452.101"
"2","19","15","35","97","9.6","5.5","0.14","113.347","11.216","392.124","362.375"
"2","19","16","17","42","5.6","3.7","0.14","46.314","6.435","154.839","133.498"
"2","19","17","12","8","3.6","2.8","0.14","8.889","3.756","17.597","1.119"
"2","19","18","0","0","1.8","2.3","0.14","0","1.8","0","0"
"2","19","19","0","0","1.2","2.2","0.14","0","1.2","0","0"
"2","19","20","0","0","0.7","2.3","0.14","0","0.7","0","0"
"2","19","21","0","0","0.3","2.4","0.14","0","0.3","0","0"
"2","19","22","0","0","0.1","2.7","0.14","0","0.1","0","0"
"2","19","23","0","0","-0.1","2.7","0.14","0","-0.1","0","0"
"2","20","0","0","0","-0.4","2.3","0.14","0","-0.4","0","0"
"2","20","1","0","0","-0.5","1.9","0.14","0","-0.5","0","0"
"2","20","2","0","0","-0.5","2.2","0.14","0","-0.5","0","0"
"2","20","3","0","0","-0.2","3","0.14","0","-0.2","0","0"
"2","20","4","0","0","-0.1","3.6","0.14","0","-0.1","0","0"
"2","20","5","0","0","-0.2","3.9","0.14","0","-0.2","0","0"
"2","20","6","0","0","0","4.3","0.14","0","0","0","0"
"2","20","7","145","28","0.7","4.5","0.14","54.453","1.516","148.658","127.537"
"2","20","8","0","11","1.8","4.8","0.14","10.73","1.967","35.033","17.937"
"2","20","9","0","20","2.3","5.1","0.14","19.521","2.592","64.963","46.807"
"2","20","10","0","28","1.4","5.6","0.14","27.344","1.784","91.839","72.73"
"2","20","11","0","40","0.2","6","0.14","39.079","0.724","133.047","112.478"
"2","20","12","3","159","-0.2","6.1","0.14","159.35","1.911","566.998","531.053"
"2","20","13","0","103","-0.2","6.1","0.14","100.916","1.137","355.603","327.148"
"2","20","14","2","118","-0.6","6","0.14","117.359","0.976","418.595","387.908"
"2","20","15","0","99","-1.5","5.7","0.14","97.583","-0.142","350.159","321.898"
"2","20","16","0","51","-2.7","5.2","0.14","49.95","-1.963","175.443","153.372"
"2","20","17","7","8","-3.3","4.9","0.14","8.502","-3.189","17.817","1.331"
"2","20","18","0","0","-4.6","5.4","0.14","0","-4.6","0","0"
"2","20","19","0","0","-5.3","5.7","0.14","0","-5.3","0","0"
"2","20","20","0","0","-5.9","5.7","0.14","0","-5.9","0","0"
"2","20","21","0","0","-6.2","5.4","0.14","0","-6.2","0","0"
"2","20","22","0","0","-6.2","5.3","0.14","0","-6.2","0","0"
"2","20","23","0","0","-6.2","5.5","0.14","0","-6.2","0","0"
"2","21","0","0","0","-6.4","5.5","0.14","0","-6.4","0","0"
"2","21","1","0","0","-6.7","5.4","0.14","0","-6.7","0","0"
"2","21","2","0","0","-7.1","5.3","0.14","0","-7.1","0","0"
"2","21","3","0","0","-7.6","5.3","0.14","0","-7.6","0","0"
"2","21","4","0","0","-7.9","5.1","0.14","0","-7.9","0","0"
"2","21","5","0","0","-8.3","4.8","0.14","0","-8.3","0","0"
"2","21","6","0","0","-8.3","4.6","0.14","0","-8.3","0","0"
"2","21","7","34","28","-7.7","4.6","0.14","34.429","-7.171","107.076","87.428"
"2","21","8","48","105","-6.7","4.5","0.14","123.765","-4.702","452.848","420.947"
"2","21","9","159","177","-5.5","4.3","0.14","266.905","-1.058","995.918","944.774"
"2","21","10","206","233","-4.1","3.8","0.14","376.045","2.61","1385.147","1320.211"
"2","21","11","261","262","-3.1","3.3","0.14","467.046","5.894","1699.967","1623.877"
"2","21","12","327","265","-2.5","2.9","0.14","523.806","8.279","1893.845","1810.884"
"2","21","13","297","252","-2.3","2.7","0.14","476.331","7.855","1726.153","1649.134"
"2","21","14","888","79","-2.5","3.1","0.14","627.396","10.054","2303.183","2205.718"
"2","21","15","691","85","-2.9","3.4","0.14","417.887","5.052","1546.575","1475.919"
"2","21","16","482","59","-3.8","3.2","0.14","205.515","0.14","697.749","657.171"
"2","21","17","150","17","-4.4","2.9","0.14","29.922","-3.944","52.158","34.456"
"2","21","18","0","0","-5.2","2.6","0.14","0","-5.2","0","0"
"2","21","19","0","0","-5.1","2.7","0.14","0","-5.1","0","0"
"2","21","20","0","0","-5.1","3.1","0.14","0","-5.1","0","0"
"2","21","21","0","0","-5","3.2","0.14","0","-5","0","0"
"2","21","22","0","0","-5","3.2","0.14","0","-5","0","0"
"2","21","23","0","0","-5.1","3.2","0.14","0","-5.1","0","0"
"2","22","0","0","0","-5.4","3.1","0.14","0","-5.4","0","0"
"2","22","1","0","0","-5.4","2.9","0.14","0","-5.4","0","0"
"2","22","2","0","0","-4.9","3.2","0.14","0","-4.9","0","0"
"2","22","3","0","0","-4.6","3.7","0.14","0","-4.6","0","0"
"2","22","4","0","0","-4.5","4","0.14","0","-4.5","0","0"
"2","22","5","0","0","-4.4","4.2","0.14","0","-4.4","0","0"
"2","22","6","0","0","-4.1","4.5","0.14","0","-4.1","0","0"
"2","22","7","0","18","-3.2","5.1","0.14","17.565","-2.942","55.785","37.954"
"2","22","8","3","73","-1.7","5.8","0.14","72.877","-0.697","259.645","234.59"
"2","22","9","0","95","-0.4","5.9","0.14","93.244","0.868","331.707","304.099"
"2","22","10","25","190","0.8","5.7","0.14","205.45","3.653","737.221","695.245"
"2","22","11","11","199","1.6","5.2","0.14","205.877","4.63","731.586","689.808"
"2","22","12","0","133","2.3","4.6","0.14","130.869","4.378","458.004","425.921"
"2","22","13","0","73","2.5","4","0.14","71.352","3.732","245.695","221.135"
"2","22","14","0","101","2.4","3.5","0.14","99.032","4.245","346.505","318.373"
"2","22","15","0","43","2","3.1","0.14","41.989","2.836","144.314","123.346"
"2","22","16","0","16","1.6","3.4","0.14","15.608","1.896","51.575","33.894"
"2","22","17","6","6","1.4","3.7","0.14","6.421","1.499","12.903","0"
"2","22","18","0","0","1.2","4.3","0.14","0","1.2","0","0"
"2","22","19","0","0","1.1","4.5","0.14","0","1.1","0","0"
"2","22","20","0","0","1","4.4","0.14","0","1","0","0"
"2","22","21","0","0","0.9","4.3","0.14","0","0.9","0","0"
"2","22","22","0","0","0.9","4.1","0.14","0","0.9","0","0"
"2","22","23","0","0","1.2","4.1","0.14","0","1.2","0","0"
"2","23","0","0","0","1.4","3.8","0.14","0","1.4","0","0"
"2","23","1","0","0","1.3","3.5","0.14","0","1.3","0","0"
"2","23","2","0","0","1.1","3.5","0.14","0","1.1","0","0"
"2","23","3","0","0","0.6","3.3","0.14","0","0.6","0","0"
"2","23","4","0","0","-0.1","3.1","0.14","0","-0.1","0","0"
"2","23","5","0","0","-0.7","3.4","0.14","0","-0.7","0","0"
"2","23","6","0","0","-0.8","4","0.14","0","-0.8","0","0"
"2","23","7","0","14","0","4.7","0.14","13.657","0.212","42.725","25.357"
"2","23","8","2","76","1","5.2","0.14","75.535","2.116","266.643","241.341"
"2","23","9","152","179","1.9","5.3","0.14","266.384","5.794","969.037","918.846"
"2","23","10","151","244","2.5","4.8","0.14","353.553","7.99","1272.396","1211.456"
"2","23","11","199","282","2.9","4.6","0.14","440.07","9.908","1573.253","1501.652"
"2","23","12","191","288","3.1","4.6","0.14","444.248","10.172","1584.585","1512.582"
"2","23","13","331","251","3","4.6","0.14","501.323","10.995","1797.941","1718.378"
"2","23","14","411","189","2.7","4.3","0.14","457.605","10.318","1657.881","1583.282"
"2","23","15","294","149","1.9","3.3","0.14","297.196","7.64","1078.808","1024.728"
"2","23","16","125","85","-0.4","1.9","0.14","125.177","2.684","434.062","402.827"
"2","23","17","44","19","-2.1","1.2","0.14","23.045","-1.548","47.078","29.555"
"2","23","18","0","0","-2.4","1.2","0.14","0","-2.4","0","0"
"2","23","19","0","0","-2.6","1.4","0.14","0","-2.6","0","0"
"2","23","20","0","0","-2.9","1.5","0.14","0","-2.9","0","0"
"2","23","21","0","0","-3.5","1.6","0.14","0","-3.5","0","0"
"2","23","22","0","0","-4","1.6","0.14","0","-4","0","0"
"2","23","23","0","0","-4.1","2.1","0.14","0","-4.1","0","0"
"2","24","0","0","0","-4.1","2.8","0.14","0","-4.1","0","0"
"2","24","1","0","0","-4.1","3.3","0.14","0","-4.1","0","0"
"2","24","2","0","0","-4.1","3.6","0.14","0","-4.1","0","0"
"2","24","3","0","0","-3.8","3.9","0.14","0","-3.8","0","0"
"2","24","4","0","0","-3.5","3.9","0.14","0","-3.5","0","0"
"2","24","5","0","0","-3.3","4","0.14","0","-3.3","0","0"
"2","24","6","0","0","-2.6","4.4","0.14","0","-2.6","0","0"
"2","24","7","0","12","-1.2","5.6","0.14","11.704","-1.037","36.852","19.692"
"2","24","8","21","72","0.5","6.7","0.14","79.487","1.491","280.918","255.11"
"2","24","9","0","82","1.9","7","0.14","80.192","2.869","281.39","255.565"
"2","24","10","4","172","2.8","6.9","0.14","173.283","4.911","614.181","576.564"
"2","24","11","0","114","3.3","6.5","0.14","111.84","4.718","389.04","359.401"
"2","24","12","11","210","3.6","6","0.14","217.186","6.508","766.066","723.067"
"2","24","13","0","100","3.7","5.7","0.14","97.902","5.057","338.979","311.114"
"2","24","14","0","88","3.9","5.6","0.14","86.043","5.109","298.343","271.917"
"2","24","15","0","27","3.9","5.4","0.14","26.356","4.28","88.316","69.332"
"2","24","16","154","41","3.6","4.7","0.14","91.65","5.023","305.874","279.182"
"2","24","17","0","3","3.4","4.3","0.14","2.924","3.442","5.882","0"
"2","24","18","0","0","3","3.6","0.14","0","3","0","0"
"2","24","19","0","0","2.4","4.5","0.14","0","2.4","0","0"
"2","24","20","0","0","1.1","6.1","0.14","0","1.1","0","0"
"2","24","21","0","0","-0.6","7.1","0.14","0","-0.6","0","0"
"2","24","22","0","0","-2","7.1","0.14","0","-2","0","0"
"2","24","23","0","0","-2.8","6.7","0.14","0","-2.8","0","0"
"2","25","0","0","0","-3.1","6.5","0.14","0","-3.1","0","0"
"2","25","1","0","0","-3.2","6.4","0.14","0","-3.2","0","0"
"2","25","2","0","0","-3.4","6.4","0.14","0","-3.4","0","0"
"2","25","3","0","0","-3.7","6.4","0.14","0","-3.7","0","0"
"2","25","4","0","0","-4.1","6","0.14","0","-4.1","0","0"
"2","25","5","0","0","-4.7","5.3","0.14","0","-4.7","0","0"
"2","25","6","0","0","-4.5","4.8","0.14","0","-4.5","0","0"
"2","25","7","435","38","-2.7","5.1","0.14","117.573","-1.075","330.383","302.822"
"2","25","8","798","53","0.1","5.7","0.14","353.583","4.986","1255.819","1195.466"
"2","25","9","902","63","2.7","6.4","0.14","552.112","9.853","2036.896","1948.867"
"2","25","10","956","70","4.6","7.1","0.14","707.84","13.115","2562.723","2456.061"
"2","25","11","967","80","6","7.6","0.14","797.686","15.128","2851.473","2734.58"
"2","25","12","955","90","6.8","7.7","0.14","817.393","16.062","2907.205","2788.337"
"2","25","13","942","87","7.1","7.5","0.14","768.154","15.977","2740.676","2627.708"
"2","25","14","893","85","6.7","6.9","0.14","650.431","14.686","2345.225","2246.27"
"2","25","15","312","151","5.5","5.6","0.14","309.778","9.873","1117.498","1062.046"
"2","25","16","318","80","3","3.9","0.14","183.151","6.176","622.83","584.907"
"2","25","17","111","18","1.5","3","0.14","29.825","1.968","54.36","36.58"
"2","25","18","0","0","-0.3","2.1","0.14","0","-0.3","0","0"
"2","25","19","0","0","-0.9","1.7","0.14","0","-0.9","0","0"
"2","25","20","0","0","-1.5","1.6","0.14","0","-1.5","0","0"
"2","25","21","0","0","-2","1.6","0.14","0","-2","0","0"
"2","25","22","0","0","-2.3","1.6","0.14","0","-2.3","0","0"
"2","25","23","0","0","-2.5","1.6","0.14","0","-2.5","0","0"
"2","26","0","0","0","-2.6","1.6","0.14","0","-2.6","0","0"
"2","26","1","0","0","-2.7","1.7","0.14","0","-2.7","0","0"
"2","26","2","0","0","-2.9","1.8","0.14","0","-2.9","0","0"
"2","26","3","0","0","-3","2","0.14","0","-3","0","0"
"2","26","4","0","0","-3.2","2.1","0.14","0","-3.2","0","0"
"2","26","5","0","0","-3.5","2","0.14","0","-3.5","0","0"
"2","26","6","0","0","-2.7","2.4","0.14","0","-2.7","0","0"
"2","26","7","210","38","-0.6","2.9","0.14","79.345","0.947","234.054","209.906"
"2","26","8","794","54","2","2.7","0.14","356.575","9.553","1249.274","1189.153"
"2","26","9","903","64","5.2","2.8","0.14","557.672","16.955","2004.945","1918.048"
"2","26","10","955","71","8.5","3.6","0.14","712.447","21.654","2499.784","2395.353"
"2","26","11","950","85","10.5","4.4","0.14","794.732","23.557","2753.573","2640.149"
"2","26","12","927","99","11.4","4.8","0.14","809.901","24.013","2796.358","2681.418"
"2","26","13","909","96","11.8","4.9","0.14","757.917","23.46","2629.438","2520.412"
"2","26","14","873","88","11.5","4.2","0.14","644.502","22.403","2258.025","2162.16"
"2","26","15","800","75","9.3","2.8","0.14","471.146","19.215","1667.101","1592.174"
"2","26","16","652","56","5.3","2","0.14","261.815","11.552","864.605","818.114"
"2","26","17","268","26","3.2","2","0.14","54.49","4.175","93.11","73.957"
"2","26","18","0","0","2","2.4","0.14","0","2","0","0"
"2","26","19","0","0","1.8","2.7","0.14","0","1.8","0","0"
"2","26","20","0","0","1.5","2.8","0.14","0","1.5","0","0"
"2","26","21","0","0","1.2","3","0.14","0","1.2","0","0"
"2","26","22","0","0","0.9","3.1","0.14","0","0.9","0","0"
"2","26","23","0","0","0.6","3.2","0.14","0","0.6","0","0"
"2","27","0","0","0","0.4","3.4","0.14","0","0.4","0","0"
"2","27","1","0","0","0.3","3.5","0.14","0","0.3","0","0"
"2","27","2","0","0","0","3.3","0.14","0","0","0","0"
"2","27","3","0","0","-0.2","3.1","0.14","0","-0.2","0","0"
"2","27","4","0","0","0","3.1","0.14","0","0","0","0"
"2","27","5","0","0","0.4","3.3","0.14","0","0.4","0","0"
"2","27","6","0","0","1.2","3.9","0.14","0","1.2","0","0"
"2","27","7","225","46","2.7","4.5","0.14","91.278","4.104","271.656","246.176"
"2","27","8","364","103","5.3","4.9","0.14","248.845","9.103","875.294","828.425"
"2","27","9","754","94","9","5.3","0.14","515.549","16.565","1849.926","1768.521"
"2","27","10","785","114","12.7","5.9","0.14","651.643","21.594","2280.375","2183.718"
"2","27","11","929","84","15.5","6.7","0.14","782.164","25.284","2691.965","2580.724"
"2","27","12","929","86","16.9","7.1","0.14","801.267","26.521","2741.372","2628.38"
"2","27","13","916","82","17.4","7.3","0.14","751.48","26.252","2580.742","2473.441"
"2","27","14","786","102","17.3","7","0.14","607.96","24.686","2108.621","2018.05"
"2","27","15","788","72","16","5.7","0.14","464.891","22.502","1625.806","1552.343"
"2","27","16","644","55","12.9","4.2","0.14","260.327","17.205","843.659","797.911"
"2","27","17","281","25","10.8","3.6","0.14","55.894","11.551","91.703","72.599"
"2","27","18","0","0","9.3","4.4","0.14","0","9.3","0","0"
"2","27","19","0","0","9.3","5.1","0.14","0","9.3","0","0"
"2","27","20","0","0","8.9","5.2","0.14","0","8.9","0","0"
"2","27","21","0","0","7.9","4.5","0.14","0","7.9","0","0"
"2","27","22","0","0","6.7","3.7","0.14","0","6.7","0","0"
"2","27","23","0","0","5.6","3.2","0.14","0","5.6","0","0"
"2","28","0","0","0","4.4","2.6","0.14","0","4.4","0","0"
"2","28","1","0","0","3.5","2.2","0.14","0","3.5","0","0"
"2","28","2","0","0","3.5","2","0.14","0","3.5","0","0"
"2","28","3","0","0","3.7","1.9","0.14","0","3.7","0","0"
"2","28","4","0","0","3.5","1.5","0.14","0","3.5","0","0"
"2","28","5","0","0","3.1","1.1","0.14","0","3.1","0","0"
"2","28","6","0","0","3.1","1","0.14","0","3.1","0","0"
"2","28","7","0","12","3.8","1.1","0.14","11.704","4.145","36.697","19.543"
"2","28","8","0","51","5.1","1.2","0.14","49.809","6.548","170.145","148.261"
"2","28","9","7","153","7","1.2","0.14","155.683","11.516","540.167","505.173"
"2","28","10","52","225","9.5","1.3","0.14","264.409","16.98","908.349","860.309"
"2","28","11","152","279","12","1.1","0.14","405.136","24.028","1368.033","1303.704"
"2","28","12","299","292","13.8","0.9","0.14","539.887","30.679","1790.535","1711.235"
"2","28","13","75","254","14.6","0.9","0.14","314.142","24.407","1051.091","997.992"
"2","28","14","81","220","14.5","1.2","0.14","275.724","22.498","932.396","883.503"
"2","28","15","5","99","13","1.3","0.14","99.758","15.828","336.002","308.242"
"2","28","16","0","28","10.7","1.4","0.14","27.327","11.457","88.945","69.939"
"2","28","17","0","6","9.4","1.6","0.14","5.85","9.534","11.79","0"
"2","28","18","0","0","-1","0.5","0.87","0","-1","0","0"
"2","28","19","0","0","-1","0.6","0.87","0","-1","0","0"
"2","28","20","0","0","-2","0.8","0.87","0","-2","0","0"
"2","28","21","0","0","-3","1.1","0.87","0","-3","0","0"
"2","28","22","0","0","-4","1.2","0.87","0","-4","0","0"
"2","28","23","0","0","-5","1.4","0.87","0","-5","0","0"
"3","1","0","0","0","-5","1.6","0.87","0","-5","0","0"
"3","1","1","0","0","-6","1.8","0.87","0","-6","0","0"
"3","1","2","0","0","-6","2.2","0.87","0","-6","0","0"
"3","1","3","0","0","-6","2.5","0.87","0","-6","0","0"
"3","1","4","0","0","-6","3","0.87","0","-6","0","0"
"3","1","5","0","0","-6","3.4","0.87","0","-6","0","0"
"3","1","6","0","0","-5","3.9","0.87","0","-5","0","0"
"3","1","7","482","44","-2","4.5","0.87","142.161","0.159","419.456","388.739"
"3","1","8","738","76","0","5.4","0.87","373.521","5.364","1341.29","1277.908"
"3","1","9","683","100","2","6.1","0.87","493.918","8.6","1816.566","1736.344"
"3","1","10","735","122","4","6","0.87","640.04","12.63","2305.659","2208.106"
"3","1","11","786","127","6","5.5","0.87","737.562","16.523","2609.015","2500.713"
"3","1","12","717","159","7","4.9","0.87","734.591","18.274","2575.352","2468.243"
"3","1","13","836","104","7","4.2","0.87","732.463","19.36","2570.524","2463.586"
"3","1","14","883","109","7","3.5","0.87","688.06","19.892","2423.812","2322.072"
"3","1","15","790","97","6","2.3","0.87","502.699","17.588","1790.459","1711.161"
"3","1","16","664","65","3","1.5","0.87","283.917","10.567","953.421","903.783"
"3","1","17","312","25","0","1.6","0.87","62.9","1.334","125.185","104.895"
"3","1","18","0","0","0","1.7","0.15","0","0","0","0"
"3","1","19","0","0","0","2","0.15","0","0","0","0"
"3","1","20","0","0","0","3","0.15","0","0","0","0"
"3","1","21","0","0","0","4.3","0.15","0","0","0","0"
"3","1","22","0","0","-1","4.8","0.15","0","-1","0","0"
"3","1","23","0","0","-2","4.6","0.15","0","-2","0","0"
"3","2","0","0","0","-3","4.5","0.15","0","-3","0","0"
"3","2","1","0","0","-3","4.5","0.15","0","-3","0","0"
"3","2","2","0","0","-4","4.4","0.15","0","-4","0","0"
"3","2","3","0","0","-5","4.3","0.15","0","-5","0","0"
"3","2","4","0","0","-5","4.6","0.15","0","-5","0","0"
"3","2","5","0","0","-6","4.8","0.15","0","-6","0","0"
"3","2","6","0","0","-6","5","0.15","0","-6","0","0"
"3","2","7","530","39","-5","5.2","0.15","148.272","-2.945","441.589","410.087"
"3","2","8","773","62","-4","5.1","0.15","374.202","1.579","1365.693","1301.447"
"3","2","9","878","75","-3","4.8","0.15","577.351","6.02","2153.1","2060.953"
"3","2","10","931","83","-1","4.4","0.15","730.028","11.002","2655.078","2545.144"
"3","2","11","957","86","0","4.1","0.15","821.583","14.066","2940.386","2820.342"
"3","2","12","846","138","0","3.9","0.15","810.83","14.275","2890.629","2772.348"
"3","2","13","850","126","1","3.7","0.15","767.079","14.922","2736.763","2623.934"
"3","2","14","825","111","1","3.5","0.15","653.982","13.257","2362.281","2262.722"
"3","2","15","776","87","0","3.2","0.15","485.311","9.555","1783.649","1704.593"
"3","2","16","604","69","0","2.4","0.15","270.041","5.995","926.729","878.037"
"3","2","17","205","29","-1","2","0.15","55.365","0.159","126.673","106.33"
"3","2","18","0","0","-2","2.5","0.15","0","-2","0","0"
"3","2","19","0","0","-2","3.2","0.15","0","-2","0","0"
"3","2","20","0","0","-3","3.8","0.15","0","-3","0","0"
"3","2","21","0","0","-3","4.3","0.15","0","-3","0","0"
"3","2","22","0","0","-3","4.6","0.15","0","-3","0","0"
"3","2","23","0","0","-3","4.6","0.15","0","-3","0","0"
"3","3","0","0","0","-3","4.5","0.15","0","-3","0","0"
"3","3","1","0","0","-3","4.4","0.15","0","-3","0","0"
"3","3","2","0","0","-3","4.4","0.15","0","-3","0","0"
"3","3","3","0","0","-3","4.4","0.15","0","-3","0","0"
"3","3","4","0","0","-3","4.4","0.15","0","-3","0","0"
"3","3","5","0","0","-3","4.4","0.15","0","-3","0","0"
"3","3","6","0","0","-2","4.5","0.15","0","-2","0","0"
"3","3","7","78","54","-1","4.8","0.15","71.337","0.086","234.805","210.63"
"3","3","8","129","132","0","5.2","0.15","187.743","2.772","678.442","638.548"
"3","3","9","310","192","1","6","0.15","378.1","6.097","1386.147","1321.176"
"3","3","10","245","264","3","6.3","0.15","444.137","8.776","1599.223","1526.702"
"3","3","11","261","300","4","5.8","0.15","518.347","11.118","1845.656","1764.403"
"3","3","12","112","315","5","5.1","0.15","411.266","11.128","1450.692","1383.434"
"3","3","13","99","292","6","4.2","0.15","372.943","12.261","1310.488","1248.198"
"3","3","14","148","249","5","3.5","0.15","354.838","11.62","1259.234","1198.76"
"3","3","15","417","146","4","3.2","0.15","367.813","11.23","1330.51","1267.511"
"3","3","16","7","92","3","3.2","0.15","93.486","4.831","328.344","300.855"
"3","3","17","103","32","3","3.4","0.15","46.214","3.797","117.84","97.811"
"3","3","18","0","0","3","3.5","0.15","0","3","0","0"
"3","3","19","0","0","2","3.2","0.15","0","2","0","0"
"3","3","20","0","0","2","2.8","0.15","0","2","0","0"
"3","3","21","0","0","2","2.5","0.15","0","2","0","0"
"3","3","22","0","0","2","2.5","0.15","0","2","0","0"
"3","3","23","0","0","2","2.6","0.15","0","2","0","0"
"3","4","0","0","0","2","2.5","0.15","0","2","0","0"
"3","4","1","0","0","2","2.1","0.15","0","2","0","0"
"3","4","2","0","0","2","1.7","0.15","0","2","0","0"
"3","4","3","0","0","2","1.3","0.15","0","2","0","0"
"3","4","4","0","0","2","1.1","0.15","0","2","0","0"
"3","4","5","0","0","2","0.8","0.15","0","2","0","0"
"3","4","6","0","0","2","0.5","0.15","0","2","0","0"
"3","4","7","0","47","2","1","0.15","46.261","3.405","156.231","134.841"
"3","4","8","53","131","3","2","0.15","153.984","6.748","546.262","511.051"
"3","4","9","77","205","4","2.9","0.15","252.662","9.201","899.508","851.781"
"3","4","10","3","178","5","3.4","0.15","178.326","8.369","622.164","584.264"
"3","4","11","0","153","6","3.3","0.15","150.776","8.89","519.576","485.311"
"3","4","12","0","135","6","3.1","0.15","132.714","8.627","455.377","423.387"
"3","4","13","0","53","6","3.3","0.15","51.8","6.993","173.203","151.212"
"3","4","14","33","220","5","3.6","0.15","245.231","9.498","864.362","817.88"
"3","4","15","0","81","4","4.4","0.15","79.209","5.297","275.326","249.716"
"3","4","16","0","63","3","5.4","0.15","61.71","3.89","214.664","191.203"
"3","4","17","0","8","2","5.5","0.15","7.801","2.107","21.709","5.085"
"3","4","18","0","0","0","5.2","0.15","0","0","0","0"
"3","4","19","0","0","0","5.5","0.15","0","0","0","0"
"3","4","20","0","0","0","6.1","0.15","0","0","0","0"
"3","4","21","0","0","0","6.4","0.15","0","0","0","0"
"3","4","22","0","0","0","6","0.15","0","0","0","0"
"3","4","23","0","0","0","5.4","0.15","0","0","0","0"
"3","5","0","0","0","0","5.4","0.15","0","0","0","0"
"3","5","1","0","0","0","5.7","0.15","0","0","0","0"
"3","5","2","0","0","0","5.8","0.15","0","0","0","0"
"3","5","3","0","0","0","5.5","0.15","0","0","0","0"
"3","5","4","0","0","0","5.1","0.15","0","0","0","0"
"3","5","5","0","0","-1","4.8","0.15","0","-1","0","0"
"3","5","6","0","0","0","4.9","0.15","0","0","0","0"
"3","5","7","268","67","0","5.3","0.15","128.282","1.811","410.053","379.669"
"3","5","8","0","16","0","5.6","0.15","15.613","0.22","52.209","34.505"
"3","5","9","0","59","1","5.5","0.15","57.645","1.82","199.883","176.946"
"3","5","10","0","142","1","5.4","0.15","139.84","3.008","493.687","460.339"
"3","5","11","38","273","2","5.4","0.15","308.135","6.422","1095.846","1041.162"
"3","5","12","148","324","2","5.6","0.15","455.533","8.392","1626.173","1552.697"
"3","5","13","131","301","2","5.7","0.15","412.186","7.72","1475.721","1407.576"
"3","5","14","0","79","1","5.5","0.15","77.223","2.097","268.92","243.537"
"3","5","15","0","64","1","5","0.15","62.531","1.946","218.269","194.681"
"3","5","16","0","52","0","3.7","0.15","50.793","0.92","177.519","155.374"
"3","5","17","0","12","-1","2.4","0.15","11.706","-0.745","34.377","17.305"
"3","5","18","0","0","-2","2.1","0.16","0","-2","0","0"
"3","5","19","0","0","-3","2","0.16","0","-3","0","0"
"3","5","20","0","0","-4","1.9","0.16","0","-4","0","0"
